explainer,mol_idx,smile,explaining_smile,clean_explanation,non_explaining_smile,clean_nonexplanation,mol_pred,e_pred,ne_pred,comp,suff,expl length
GradCAM,43,c1ccc(cc1)[C@@H]1CC[N@@H+](C1)[C@H]1CCCC[C@H]1O,c1ccccc1,c1ccccc1,c[C@@H]1CC[N@H+]([C@H]2CCCC[C@H]2O)C1,"",0.479853,0.580975,NaN,NaN,-0.101122,0.333333
GradCAM,54,CN(CC1CC1)C(=O)NC[C@H](c1ccco1)[NH+]1CCCCC1,NC(N)=O.c1ccoc1,NC(N)=O,CNCC1CC1.NCC[NH+]1CCCCC1,CNCC1CC1,0.475469,0.490683,0.436249,0.039220,-0.015213,0.409091
GradCAM,57,CC(=CC(=O)OCc1cc(=O)oc2c1ccc(c2)OC)C,CC=CC(=O)O.O=c1ccc2ccc(O)cc2o1,CC=CC(=O)O,CC.CO.CO,CC.CO,0.551012,0.506593,0.922426,-0.371414,0.044419,0.857143
GradCAM,63,CC[C@@H](C)[NH2+]CCNCc1cccs1,N.cccc,N,CC[NH2+][C@H](C)CC.CN.cs,CC[NH2+][C@H](C)CC.CN,0.488988,0.473882,0.898848,-0.409860,0.015106,0.357143
GradCAM,76,COc1cc(ccc1OCC(=O)Nc1ccccc1)C[NH2+]CCN,N.O=CNc1ccccc1.Oc1ccccc1O,N.O=CNc1ccccc1,CO.CO.cC[NH2+]CC,CO.CO,0.545822,0.523152,0.924884,-0.379062,0.022670,0.750000
GradCAM,91,CC(C)(C)c1c(cn[nH]1)C[NH2+]C[C@@H]1COC2(O1)CCOCC2,ccc[nH],"",CC(C)C.cC[NH2+]C[C@@H]1COC2(CCOCC2)O1.cn,CC(C)C,0.459585,NaN,0.448486,0.011099,NaN,0.181818
GradCAM,93,C[N@H+]1CCC[C@H](C1)N(C)CC(=O)[O-],O=C[O-],O=C[O-],CN(C)[C@@H]1CCC[N@H+](C)C1,CN(C)[C@@H]1CCC[N@H+](C)C1,0.437439,0.489547,0.430819,0.006620,-0.052108,0.230769
GradCAM,100,C[NH+](C)[C@@H]1CC[C@@H](C1)NC(=O)CC1(CCCCC1)O,NC=O,NC=O,CCC1(O)CCCCC1.C[NH+](C)[C@@H]1CCCC1,CCC1(O)CCCCC1,0.432388,0.490961,0.429311,0.003077,-0.058574,0.157895
GradCAM,109,CC/[NH+]=C(/NCCc1nnc2n1CCCCC2)\NC[C@H]1CCCO1,[NH+]=C(N)N.cnc,[NH+]=C(N)N,CC.CCCCCn.CCN.NC[C@H]1CCCO1.cnn,CC.CCN.NC[C@H]1CCCO1,0.460315,0.490666,1.344495,-0.884179,-0.030351,0.291667
GradCAM,114,c1cc(nc(c1)OCC(F)F)C(=O)Nc1ccncc1O,cccccC(=O)Nc(cc)c(c)O,"",cOCC(F)F.cn.cn,"",0.547071,NaN,NaN,NaN,NaN,0.666667
GradCAM,115,c1cc(cc(c1)[N+](=O)[O-])CCC(=O)N[C@H]1CCOc2c1cccc2Cl,NC=O.O=[N+]([O-])c1ccccc1.Oc1ccccc1Cl,NC=O.O=[N+]([O-])c1ccccc1,CC[C@@H](c)N.cCC,"",0.535609,0.528667,NaN,NaN,0.006943,0.800000
GradCAM,119,CC(C)(C)c1nc(cs1)C[NH2+]Cc1cccc(c1)F,c.c1ccccc1.cc,c1ccccc1,CC(C)C.cC[NH2+]C.cF.cn.cs,CC(C)C,0.529486,0.580975,0.448486,0.081000,-0.051489,0.473684
GradCAM,128,Cc1csc(n1)CCNC(=O)N[C@@H](C)C(=O)NC,NC(N)=O.NC=O.ccsc,NC(N)=O.NC=O,CCN.CCcn.CN.Cc,CCN.CN,0.498946,0.490822,0.914401,-0.415455,0.008124,0.611111
GradCAM,130,CCOC(=O)N1CCN(CC1)[C@H](C)C(=O)Nc1ccc(cn1)Cl,NC(=O)O.cc(Cl)cccNC=O,NC(=O)O,CC.CCN(CC)CCN.cn,CC.CCN(CC)CCN,0.496579,0.491383,0.898453,-0.401874,0.005196,0.565217
GradCAM,137,Cc1ccsc1[C@@H]1CCN(C[C@H]1O)C(=O)Cn1c(nnn1)N,NC=O.O.cccc.ncN,NC=O.O,CC.CC[C@@H](c)CCN.Cc.cnnn.cs,CC,0.498848,0.480684,0.459984,0.038864,0.018164,0.500000
GradCAM,141,CC1=C2[C@@H](C(=C(O[C@H]2N=N1)N)C#N)[C@@H]1C=NN=C1c1ccc(cc1)F,C.C=C.C=C(N)O.Cc1ccc(F)cc1,C.C=C.C=C(N)O,C=NN.CC.CC#N.CCCC.N=NCO,C=NN.CC.CC#N.CCCC,0.520875,0.484056,1.842294,-1.321419,0.036819,0.600000
GradCAM,152,Cc1nc(on1)[C@@H](C)OC(=O)c1cc(cn1C)C(=O)N,NC(=O)c1cnc(C(=O)O)c1.c.co,"",Ccn.Cn.cCC.no,"",0.531104,NaN,NaN,NaN,NaN,0.700000
GradCAM,162,c1ccc(cc1)C[NH2+]Cc1ccccc1OCC(=O)[O-],O=C[O-].Oc1ccccc1.c1ccccc1,O=C[O-].Oc1ccccc1,CO.cC[NH2+]C,CO,0.554193,0.533794,0.462442,0.091751,0.020399,0.800000
GradCAM,168,C[C@H]1C[C@H](CCO1)C(=O)OC[C@@H]1CCCN(C1)C(=O)c1ccccc1,NC(=O)c1ccccc1.O=CO,NC(=O)c1ccccc1,CCC[C@H](CN)CO.C[C@H]1CCCCO1,CCC[C@H](CN)CO,0.481878,0.570591,0.435612,0.046267,-0.088713,0.480000
GradCAM,170,C=CCN(CCO)C(=O)N[C@H]1CC[C@@H](CC1)Oc1ccc(cn1)C#N,C=C.NC=O.O.ccccc,C=C.NC=O.O,CCNCC.N[C@H]1CC[C@H](O)CC1.cC#N.cn,CCNCC.N[C@H]1CC[C@H](O)CC1,0.489817,0.481142,0.875014,-0.385197,0.008675,0.440000
GradCAM,174,CC1([C@H]([C@H]2[C@@H]1OCC2)NC(=O)N1CCN(CC1)CC#C)C,C.NC(N)=O,C,CC1(C)C[C@@H]2CCO[C@@H]21.CCN(CC)CCN,CC1(C)C[C@@H]2CCO[C@@H]21,0.438517,0.472073,0.426004,0.012513,-0.033555,0.238095
GradCAM,176,C[C@@]12CC[C@H]3[C@@H]([C@@H]1CC[C@]2(C#C)O)CCC1=CC(=O)CC[C@H]31,C.CC=CC=O.O,C.CC=CC=O,CCC.CC[C@H]1[C@@H](C)CC[C@@]2(C)C(C)CC[C@@H]12,CCC,0.438564,0.490323,0.450600,-0.012036,-0.051759,0.318182
GradCAM,178,CNCc1ccnnc1,N.cccc,N,CNC.cnn,CNC,0.538614,0.473882,0.458874,0.079740,0.064732,0.555556
GradCAM,180,CC1=C[C@H]2C3=C(CCN(C3)C(=O)C)N=C2C=C1,C=C.C=CC=CC.NC=O,C=C.C=CC=CC,CC.CC.CCC.CCCN.CN,CC.CC.CCC.CCCN,0.494252,0.498046,1.815904,-1.321652,-0.003794,0.588235
GradCAM,187,COc1c(cc(cn1)C(F)(F)F)C=C,C=Cc(cO)ccc,"",CO.cC(F)(F)F.cn,CO,0.529565,NaN,0.462442,0.067123,NaN,0.571429
GradCAM,193,c1cc(c(cc1C(F)(F)F)C[N@H+](CCO)CCOCC(F)(F)F)Cl,O.c1ccccc1,O,cC(F)(F)F.cC[NH+](CC)CCOCC(F)(F)F.cCl,"",0.475623,0.470407,NaN,NaN,0.005215,0.291667
GradCAM,195,CCN(CC)C(=O)CCC(=O)Nc1ccc(cc1F)C(=O)OC,C=O.O=CNc1ccc(C(=O)O)cc1,C=O,CCC.CCNCC.CO.cF,CCC.CCNCC.CO,0.513762,0.475721,1.357869,-0.844108,0.038041,0.608696
GradCAM,198,C1COC[C@H]1[C@@H](C(F)(F)F)N,"","",N[C@@H]([C@H]1CCOC1)C(F)(F)F,N[C@@H]([C@H]1CCOC1)C(F)(F)F,0.432241,0.000000,0.431933,0.000308,0.432241,0.000000
GradCAM,211,CO[C@@H]1CCCC[C@@H]1[NH2+]CC(=O)N,NC=O,NC=O,C[NH2+][C@H]1CCCC[C@H]1OC,C[NH2+][C@H]1CCCC[C@H]1OC,0.434448,0.490961,0.429344,0.005104,-0.056513,0.230769
GradCAM,213,c1cc(oc1)C(=O)Nc1ccc2c(c1)N(CC2)C(=O)[C@@H]1CCCO1,O=CNc1cccc(NC(=O)c2ccco2)c1,O=CNc1cccc(NC(=O)c2ccco2)c1,CCN.C[C@@H]1CCCO1,CCN,0.533912,0.573561,0.452115,0.081797,-0.039649,0.708333
GradCAM,215,C[C@H](CN1CCOCC1)NC(=O)C[C@H](c1cccs1)NC(=O)C,NC=O.NC=O.cccc,NC=O.NC=O,CC.CCC.CCCN1CCOCC1.cs,CC.CCC.CCCN1CCOCC1,0.484283,0.490961,1.341733,-0.857450,-0.006678,0.434783
GradCAM,217,Cc1cnn(c1)[C@@H]1CCCN(C1)C(=O)C[C@H]1c2c(ccs2)CCO1,NC=O.cccc.cccn,NC=O,CCCOCCc.CCC[C@@H](n)CN.Cc.cn.cs,"",0.501470,0.490961,NaN,NaN,0.010509,0.458333
GradCAM,220,c1cc(ncc1S(=O)(=O)N1CCOCC1)NN,O.O.cccccNN,O.O,cSN1CCOCC1.cn,"",0.496292,0.470407,NaN,NaN,0.025884,0.529412
GradCAM,234,C[C@@H]1CC[C@@H]([C@@H](C1)OC(=O)CSc1nnc(s1)N)C(C)C,C=O.cscN,C=O,CC(C)[C@H]1CC[C@@H](C)C[C@H]1O.CCS.cnn,CC(C)[C@H]1CC[C@@H](C)C[C@H]1O.CCS,0.464146,0.475721,0.881425,-0.417280,-0.011575,0.285714
GradCAM,237,COC[C@H](C[N@@H+](CC=C)Cc1[nH]c(=O)c2c3c(sc2n1)CCC3)O,C=C.O.ccc(c)c(=O)[nH]c,C=C.O,CCCcs.COCCC[NH+](C)C.cn,COCCC[NH+](C)C,0.498935,0.476233,0.437185,0.061749,0.022702,0.458333
GradCAM,238,C[C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O[C@H](C)C(=O)[O-])O,C=O.O.O.O.O=C[O-],C=O.O.O.O,CCO[C@H](CC)CC,CCO[C@H](CC)CC,0.448465,0.471736,0.435771,0.012694,-0.023271,0.500000
GradCAM,240,CCCOC(=O)C[C@H]1C(=O)NCCN1CC(=O)N(C)C1CCCCC1,N.NC=O.NC=O.O=CO,N.NC=O.NC=O,CCC.CCCNC.CCN.CNC1CCCCC1,CCC.CCCNC.CCN,0.447952,0.485268,1.346560,-0.898608,-0.037316,0.400000
GradCAM,241,CCc1n[nH]c(=S)n1NCc1cc(c(c(c1)Br)OCC(=O)N)OCC,NC=O.Oc1ccccc1.cn(N)c([nH])=S,NC=O.Oc1ccccc1,CC.CCOc.CN.CO.cBr.cn,CC.CN.CO,0.525368,0.534501,1.384712,-0.859344,-0.009133,0.640000
GradCAM,245,C1CN(CC[C@@H]1C(=O)N)C(=O)[C@@H]1CC(=O)N(C1)C1CCOCC1,NC=O.NC=O.NC=O,NC=O.NC=O,CC(C)CNC1CCOCC1.CCCCCN,CC(C)CNC1CCOCC1,0.446095,0.490961,0.430473,0.015622,-0.044866,0.391304
GradCAM,252,CC[NH+](CC)CCCNC(=O)N1CCN(CC1)Cc1cccs1,NC(N)=O.cccc,NC(N)=O,CCC[NH+](CC)CC.CCN(C)CCN.cs,CCC[NH+](CC)CC.CCN(C)CCN,0.473484,0.490683,0.876551,-0.403068,-0.017199,0.347826
GradCAM,267,CCOC(=O)[C@@H](Cc1ccccc1)SC(=O)C,C=O.C=O.c1ccccc1,C=O.C=O,CC.CC(C)S.CCO,CC.CC(C)S,0.520354,0.475721,0.910441,-0.390086,0.044633,0.588235
GradCAM,272,COc1ccc(cc1F)C(=O)OCc1nc2ccccc2o1,O=Cc1ccc(O)cc1.coc1ccccc1,O=Cc1ccc(O)cc1,CO.COC.cF.cn,CO.COC,0.565162,0.572094,0.916129,-0.350966,-0.006932,0.772727
GradCAM,274,CC(C)[C@]1(CCC[C@H](C1)OCCC#C)C,"","",C#CCCO[C@@H]1CCC[C@](C)(C(C)C)C1,C#CCCO[C@@H]1CCC[C@](C)(C(C)C)C1,0.428179,0.000000,0.428073,0.000106,0.428179,0.000000
GradCAM,281,Cc1ccc(o1)Cn1c(ccn1)NC(=O)c1c(cc(cc1F)F)O,c1ccoc1.ccc(n)NC(=O)c1ccccc1O,c1ccoc1,Cc.cC.cF.cF.cn,"",0.563845,0.570521,NaN,NaN,-0.006676,0.791667
GradCAM,286,CCO[C@H]1C[C@H](C21CCCC2)[NH2+]C,"","",CCO[C@H]1C[C@@H]([NH2+]C)C12CCCC2,CCO[C@H]1C[C@@H]([NH2+]C)C12CCCC2,0.425211,0.000000,0.426293,-0.001082,0.425211,0.000000
GradCAM,291,c1cc(ccc1/C=C/C(=O)c1ccc(cc1)F)O,O=C(/C=C/c1ccc(O)cc1)c1ccccc1,O=C(/C=C/c1ccc(O)cc1)c1ccccc1,cF,"",0.575858,0.580530,NaN,NaN,-0.004672,0.944444
GradCAM,293,Cc1cccc(c1)[C@@](C)(C[NH3+])O,c1ccccc1,c1ccccc1,Cc.cC(C)(O)C[NH3+],"",0.530501,0.580975,NaN,NaN,-0.050474,0.500000
GradCAM,305,Cc1c(nc2cc(nn2c1O)[C@H]1CCCCN1C(=O)[C@@H]1CCCO1)C,NC=O.cccnc(O)cc,NC=O,CCCC[C@@H](N)cn.C[C@@H]1CCCO1.Cc.Ccn,C[C@@H]1CCCO1,0.494113,0.490961,0.432244,0.061869,0.003152,0.440000
GradCAM,306,Cc1cc(nc([nH+]1)N(C)C)O[C@@H](CCC=C)C[N@@H+]1CCCOCC1,C=C.Nc[nH+]cccO,C=C,CC[C@H](O)C[N@@H+]1CCCOCC1.CNC.Cc.cn,CC[C@H](O)C[N@@H+]1CCCOCC1.CNC,0.475624,0.482058,0.887160,-0.411536,-0.006434,0.375000
GradCAM,309,c1ccc(c(c1)[C@@H]1CN(CCO1)C(=O)NCCc1cccc(c1)O)F,NC(N)=O.Oc1ccccc1.c1ccccc1,NC(N)=O.Oc1ccccc1,CCN.cC(C)OCCN.cF,CCN,0.531461,0.534362,0.452115,0.079346,-0.002901,0.680000
GradCAM,310,CCC[NH+](CCC)Cc1ccc(o1)C(=O)OC,O=C(O)c1ccco1,O=C(O)c1ccco1,CCC[NH+](C)CCC.CO,CCC[NH+](C)CCC,0.495284,0.562098,0.435677,0.059607,-0.066814,0.470588
GradCAM,320,CCOc1cccc(c1)C(=O)N1CC[NH+](CC1)[C@@H]1CCC[C@@H]1O,NC(=O)c1cccc(O)c1,NC(=O)c1cccc(O)c1,CC.CC[NH+](CCN)[C@@H]1CCC[C@@H]1O,CC,0.487933,0.567642,0.459984,0.027949,-0.079708,0.434783
GradCAM,324,c1c([nH]cn1)C[C@@H](c1nc(nn1CC(F)(F)F)C1CC1)N,N.c.cc[nH]c.cn,N,cCC.cn.cn.nCC(F)(F)F.ncC1CC1,"",0.492838,0.473882,NaN,NaN,0.018956,0.380952
GradCAM,329,CC(C)CCC[C@@H]1CN(CCO1)S(=O)(=O)N1CCOCC1,O,O,CC(C)CCC[C@@H]1CN(S(=O)N2CCOCC2)CCO1,CC(C)CCC[C@@H]1CN(S(=O)N2CCOCC2)CCO1,0.428823,0.470407,0.429280,-0.000457,-0.041584,0.047619
GradCAM,332,c1ccc(cc1)CNC(=O)C[C@@H]1C(=O)NCC[NH2+]1,NC=O.NC=O.c1ccccc1,NC=O.NC=O,CCC[NH2+]CCN.cC,CCC[NH2+]CCN,0.513069,0.490961,0.437336,0.075733,0.022107,0.666667
GradCAM,333,CCn1cc(s/c/1=N\C(=O)[C@@H]1C(=O)c2ccccc2S(=O)(=O)N1C)C,C=O.O.O.O=Cc1ccccc1.ccnc,C=O.O.O.O=Cc1ccccc1,CC.CCN(C)Sc.Ccs.c=N,CC,0.531323,0.498091,0.459984,0.071339,0.033232,0.640000
GradCAM,336,CCNC(=O)[C@H]1CC(=O)Nc2c1c(=O)[nH]c(n2)N1[C@@H](CCC[C@@H]1C)C,NC=O.Nc[nH]c(=O)ccNC=O,NC=O,CC.CC(C)c.CCCCC[C@@H](C)N.cn,CC.CCCCC[C@@H](C)N,0.492771,0.490961,0.895659,-0.402889,0.001810,0.520000
GradCAM,339,c1ccc2c(c1)cc1ccccc1c2/C=N\NC(=O)c1ccccn1,Cc1c2ccccc2cc2ccccc12.cccccC(N)=O,Cc1c2ccccc2cc2ccccc12,C=N.cn,C=N,0.584124,0.592041,0.475319,0.108805,-0.007917,0.920000
GradCAM,340,Cc1cccc(c1O)C(=O)NNC1=C(CCC1)C(=O)C(F)(F)F,O=CC=CNNC(=O)c1ccccc1O,O=CC=CNNC(=O)c1ccccc1O,CC(F)(F)F.CCCC.Cc,CC(F)(F)F.CCCC,0.517457,0.561447,0.891766,-0.374309,-0.043991,0.652174
GradCAM,347,CC(=O)O[C@@H]1CC(=O)C(=C1)F,C=CC=O.O=CO,C=CC=O,CC.CC(C)O.CF,CC.CC(C)O,0.483039,0.509942,0.910164,-0.427125,-0.026903,0.636364
GradCAM,351,CN(C)C(=O)c1ccc(cc1)NC(=O)C[N@H+](CC#C)Cc1ccco1,C.NC(=O)c1ccc(NC=O)cc1.c1ccoc1,C.NC(=O)c1ccc(NC=O)cc1,CC[NH+](C)CC.CNC,CC[NH+](C)CC,0.534204,0.517856,0.441026,0.093178,0.016348,0.720000
GradCAM,355,Cc1nnc(n1C)CN(C)[C@@H]1CC[N@H+](C1)Cc1nnc(o1)C1CCC1,c.c.cnc,"",Ccnn.Cn.cCN(C)[C@@H]1CC[N@@H+](C)C1.cnn.ocC1CCC1,"",0.469899,NaN,NaN,NaN,NaN,0.200000
GradCAM,373,c1cc(sc1)C(=O)NCCC(=O)OC[C@@H]1CCC=CC1,C=C.O=CO.ccccC(N)=O,C=C.O=CO,CCC(CC)CO.CCN.cs,CCC(CC)CO.CCN,0.495040,0.487136,0.889409,-0.394369,0.007904,0.600000
GradCAM,374,Cc1cc(c(o1)C)C(=O)N1CCN(CC1)C(=O)N[C@@H]1CC[C@H](CC1)C,NC(=O)c1ccoc1.NC(N)=O,NC(=O)c1ccoc1,CCN.CCN.C[C@H]1CC[C@H](N)CC1.Cc.cC,CCN.CCN.C[C@H]1CC[C@H](N)CC1,0.479046,0.561769,1.333654,-0.854608,-0.082723,0.480000
GradCAM,377,Cc1c(cnc(n1)[C@H]1CCCN1C(=O)COc1ccccc1)C(=O)N,C=O.Oc1ccccc1.c.cc(c)C(N)=O,C=O.Oc1ccccc1,CC.Cc.cn.nc[C@H]1CCCN1,CC,0.529540,0.526881,0.459984,0.069556,0.002659,0.640000
GradCAM,386,Cc1c(cccc1Cl)n1ccnc1S[C@H]1CCCCNC1=O,NC=O.ccn(c)-c1ccccc1,NC=O,CCCC[C@@H](C)Sc.Cc.cCl.cn,"",0.530683,0.490961,NaN,NaN,0.039722,0.590909
GradCAM,399,COCCS(=O)(=O)CC(=O)NCc1ccco1,NC=O.O.O.c1ccoc1,NC=O.O.O,CN.COCCSC,CN,0.494138,0.477259,0.462286,0.031852,0.016879,0.588235
GradCAM,405,COc1cc(cc2c1OCO2)C[N@H+](C[C@H](c1ccccc1)O)C1CC1,O.Oc1ccccc1O.c1ccccc1,O.Oc1ccccc1O,CO.CO.cC[N@H+](CC)C1CC1,CO.CO,0.528690,0.522513,0.924884,-0.396195,0.006177,0.600000
GradCAM,410,C[C@H](Cn1cccn1)NC(=O)NCc1cc[nH+]c(c1)N1CCCC1,NC(N)=O.Nc1cccc[nH+]1.cccn,NC(N)=O.Nc1cccc[nH+]1,CCC.CCCCN.CN.cn,CCC.CCCCN.CN,0.526145,0.532174,1.354176,-0.828030,-0.006028,0.625000
GradCAM,413,CC[C@@H](C)Sc1[nH]c(nn1)N/N=C(\C)/c1cccs1,c[nH]cN.ccccC,"",CC.CC[C@@H](C)S.NN.cnn.cs,CC.CC[C@@H](C)S.NN,0.527353,NaN,1.368297,-0.840944,NaN,0.473684
GradCAM,414,C[C@@]1(C(=O)N(C(=O)N1)CC(=O)N)c1ccc2cc(ccc2c1)OC,COc1ccc2ccccc2c1.NC(=O)NC=O.NC=O,COc1ccc2ccccc2c1.NC(=O)NC=O,CCN.CN,CCN,0.548648,0.543946,0.452115,0.096533,0.004702,0.875000
GradCAM,418,Cc1cccc(c1C)[C@@H]1C[C@H](C[NH2+]1)C,c1ccccc1,c1ccccc1,C[C@H]1C[NH2+][C@H](c)C1.Cc.cC,"",0.508641,0.580975,NaN,NaN,-0.072334,0.428571
GradCAM,419,COCC[NH2+]CC(=O)N,NC=O,NC=O,C[NH2+]CCOC,C[NH2+]CCOC,0.448283,0.490961,0.440397,0.007886,-0.042678,0.333333
GradCAM,420,CCn1cc(cn1)[C@H]1[C@@H](CCO1)CNCc1c(nc(s1)C)C,N.c.cc.cccn,N,CC.CN.C[C@@H]1CCO[C@H]1c.Ccn.Ccs.cn,CC.CN,0.494772,0.473882,0.922270,-0.427498,0.020890,0.363636
GradCAM,430,COCCCCN(Cc1ccccc1)C(=O)Cc1ccc(cc1F)F,NC=O.c1ccccc1.c1ccccc1,NC=O.c1ccccc1,CC.CCCCOC.CN.cF.cF,CC.CCCCOC.CN,0.534206,0.535968,1.360813,-0.826607,-0.001762,0.600000
GradCAM,432,CCC/C(=N\OCC=C)/C1=C(CC([C@@H](C1=O)C(=O)OC)(C)C)NC,C=C.CC(C=O)=CN.O.O=CO,C=C.CC(C=O)=CN.O,C=N.CCC.CCC(C)(C)C.CN.CO.CO,C=N.CCC.CCC(C)(C)C.CN.CO,0.470359,0.485755,2.290983,-1.820624,-0.015396,0.500000
GradCAM,452,COCCN(Cc1ccccc1)C(=O)Cc1ccc(cc1)C(F)(F)F,NC=O.c1ccccc1.c1ccccc1,NC=O.c1ccccc1,CC.CCOC.CN.cC(F)(F)F,CC.CCOC.CN,0.537464,0.535968,1.368695,-0.831230,0.001496,0.600000
GradCAM,465,C[C@@](CNc1cnc2cc(c(cc2n1)F)F)(C[NH+]1CCOCC1)O,c1ccccc1.ccN,c1ccccc1,CC(C)(O)C[NH+]1CCOCC1.cF.cF.cn.cn,CC(C)(O)C[NH+]1CCOCC1,0.507858,0.580975,0.430504,0.077354,-0.073117,0.375000
GradCAM,466,COc1ccc(cc1)Oc1ccc(cc1)NC(=O)CCC(=O)[O-],COc1ccc(Oc2ccc(NC=O)cc2)cc1.O=C[O-],COc1ccc(Oc2ccc(NC=O)cc2)cc1,CCC,CCC,0.557906,0.573724,0.450600,0.107306,-0.015818,0.913043
GradCAM,478,Cc1nc(cs1)CC(=O)N(C)Cc1[nH+]ccn1Cc1ccccc1,NC=O.c.c1c[nH+]cn1.c1ccccc1.cc,NC=O.c1ccccc1,CNC.Ccn.Cn.cC.cs,CNC,0.550406,0.535968,0.458874,0.091532,0.014438,0.708333
GradCAM,479,C[C@H](C1CC1)NC(=O)CN1CCC[N@@H+](CC1)CC(=O)NC(C)(C)C,NC=O.NC=O,NC=O,CC(C)(C)N.CCC1CC1.CCN1CCC[N@H+](C)CC1,CC(C)(C)N.CCC1CC1,0.439940,0.490961,0.881115,-0.441175,-0.051021,0.250000
GradCAM,484,c1c(cnc2c1CCC2)CNC(=O)[C@H]1c2c([nH]cn2)CCN1,N.NC=O.cc[nH]c.ccccc,N.NC=O,CCN.cC.cCC.cCCC.cn.cn,CCN,0.519729,0.482421,0.452115,0.067614,0.037308,0.590909
GradCAM,485,C[C@H]1C[C@H](C(=O)O1)[N@@H+]1CCCN(CC1)C(=O)c1ccc(cc1)Cl,NC(=O)c1ccc(Cl)cc1.O=CO,NC(=O)c1ccc(Cl)cc1,CCC[N@H+](CCN)CC[C@H](C)O,CCC[N@H+](CCN)CC[C@H](C)O,0.493120,0.564767,0.432618,0.060502,-0.071647,0.565217
GradCAM,491,CCCCN(CC#Cc1ccccc1)C(=O)c1ccoc1,NC(=O)c1ccoc1.c1ccccc1,NC(=O)c1ccoc1,C#CCN.CCCC,C#CCN,0.544215,0.561769,0.456239,0.087976,-0.017554,0.666667
GradCAM,496,C[C@@H](c1ccc(cc1)n1cncn1)NC(=O)NCCN1CCOCC1,NC(N)=O.c.cn-c1ccccc1,NC(N)=O,CC.NCCN1CCOCC1.cn.cn,CC.NCCN1CCOCC1,0.517687,0.490683,0.892184,-0.374497,0.027004,0.520000
GradCAM,497,Cn1c(nnc1[C@H]1CCC[N@H+](C1)C1CCCCC1)Cn1ccnc1,ccnc.cnc,"",Ccnn.Cn.c[C@H]1CCC[N@@H+](C2CCCCC2)C1.cn,"",0.475073,NaN,NaN,NaN,NaN,0.291667
