SMILES,Value
CCCCc1cc(OC2CCN(CCCS(=O)(=O)CC)CC2)c3ncccc3c1,7.119987161633229
CCCCc1cc(OC2CCN(CCNS(=O)(=O)CC)CC2)c3ncccc3c1,7.119987161633229
COc1ccc2nccc([C@@H](O)[C@@H]3CC4CC[N+]3(Cc5ccccc5)C[C@@H]4C=C)c2c1,7.040012899640326
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3,7.026716426520895
Clc1ccc2c(c1)c(cn2c3ccccc3)C4CCN(CCN5CCNC5=O)CC4,7.057749586421084
Fc1ccc(cc1C#N)c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5,6.9956356288922485
OC1(CCN(CC1)C2CCC(CC2)c3ccccc3)c4ccc(Br)cc4,6.914860287864135
C(CN1CCN(CCOC(c2ccccc2)c3ccccc3)CC1)Cc4ccccc4,6.921234419768844
C1CC(CCS1)C2NC(Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccc6,6.920818753952375
COCCCNC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(Cc4ccccc4)C1=N,6.834044194792554
CS(=O)(=O)c1ccc(CCN2CCN(CCc3ccc(cc3)[N+](=O)[O-])CC2)cc1,6.823908740944319
COc1ccc(OCCCc2cccc(CCCOc3ccc(OC)cc3)[n+]2C)cc1,6.801342913045577
[O-][N+](=O)c1ccc(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)cc1,6.795880017344075
Fc1ccc(nc1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCCCC6,6.769551078621726
COc1cccc(CN2CCCCCCC2)c1OCc3csc(n3)c4ccccc4,6.7447274948966935
CC1(O)CC(C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26,6.660734766622677
CCN(CC)CCN1C(=N)N(CC(O)c2ccc(Cl)c(Cl)c2)c3ccccc13,6.687814177863358
Fc1cccc(c1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,6.58838029403677
CN1CCCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1,6.54515513999149
CC1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)Nc4ccccc4,6.527682453683158
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)NC)c4ncccc34)CC1,6.522878745280337
Clc1cc(Cl)cc(c1)C(=O)NCC2(CCN(CCc3ccccc3)CC2)C#N,6.443697499232712
Fc1ccc(cc1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,6.423658649794207
FC(F)(F)c1c(OCC2CC2c3ccc(Cl)cc3)ccn4c(CC5CC5)nnc14,6.42021640338319
CCNC1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)C1,6.376750709602099
Clc1cccc(CN2CCC(NCc3cncn3Cc4ccc(cc4)C#N)C2=O)c1,6.356547323513812
CSc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,6.337242168318426
Oc1ccc(cc1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,6.330683119433888
ONC(=O)\C=C\c1ccc(CNCCc2c([nH]c3ccccc23)c4cccs4)cc1,6.318758762624412
OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2,5.7804694032986825
Fc1ccccc1c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,6.305394801066432
O=C1OCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2,6.301029995663981
CC(=O)c1ccc(OCC(O)CN2CCN(Cc3c(F)cccc3Cl)CC2)cc1,5.8353721691095615
COc1ccccc1N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2,5.891231960297777
COc1cc2nc(nc(N3CCN(CC3)c4ccccc4OC)c2cc1OC)C5CC5,6.192445636730146
CN(C)C1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)C1,6.221848749616356
CCOc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,6.173925197299173
CCCOCCN1C(=O)C(=Nc2cnc(cc12)c3ccc(OC)nc3)N4CCNCC4,6.173925197299173
CCC1(C2CN(CCCC3(O)CCCCC3)CC12)c4cccc(NS(=O)(=O)C)c4,6.1487416512809245
COc1cccc(CN(C2CCS(=O)(=O)C2)C(=O)\C=C\c3ccc(Cl)cc3)c1,6.112423749117852
CCN1CCN(CC1)c2cc(C)c3cc(NC(=O)COc4ccc(F)cc4)ccc3n2,6.093772950980266
COc1cc(ccc1n2cnc(C)c2)c3nc4C(CCCn4n3)c5ccc(F)cc5C,5.60127620314123
COc1cc(OC)cc(c1)C(=O)NCC2(CCN(Cc3ccccc3OC)CC2)C#N,6.036212172654444
CCC(NCCCCC(Nc1cc(C)c(F)c(C)c1)C(=O)NO)c2ccc(F)cc2,6.022276394711152
COc1ccc(CCN(C)CCOc2ccc(NS(=O)(=O)C)cc2N)cc1OC,6.0
O=C1CCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2,6.0
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7oc8ccccc8c7C[C@@]36O,5.940071053001113
CC(=C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncc4,5.794999533025782
CN1C(=O)c2cccc(Cl)c2N=C1c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.958607314841775
NC(COc1cccc2ccc(O)nc12)CN3CCC4(CC3)Cc5cc(F)ccc5O4,5.920818753952375
COc1cc(\C=C\2/CCCN(C(C)c3ccc(F)cc3)C2=O)ccc1n4cnc(C)c4,5.920818753952375
CC1CC(N)CN(C1)c2ccncc2Nc3ncc4ccc(nn34)c5ncccc5F,5.920818753952375
Cc1ccc(cn1)c2c(C)c(CNC3CCCC3)nn2c4ncc(Cl)cc4Cl,5.920818753952375
Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccccc5)n2C,5.849999646000926
Ic1cccc(c1)C(=O)N2CCN(CCc3ccccc3)CC2,5.829148174693038
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5nonc5c4)CC3,5.886056647693163
Fc1ccc(cc1)C2CNC(=O)C23CCN(CC3)C4(CCCCC4)c5ccc(F)cc5,5.886056647693163
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]c8ccccc8c7C[C@@]36O,5.849958008121494
CC(=O)NC(CCN1C2CCC1CC(C2)n3c(C)nc4ccccc34)c5ccccc5,5.823908740944319
COc1cccc(CN2CCC(CNC(=O)c3cc(OC)cc(OC)c3)(CC2)C#N)c1,5.823908740944319
COc1cccc2c1nc(N)n3nc(CN4CCN(CC4C)c5ccc(F)cc5)nc23,5.809388202186395
CN(Cc1ccccc1)C(=O)c2ccc(cc2)C3=CC4(CCNCC4)Oc5ccccc35,5.803823814960027
CC(C)c1noc(n1)C2CCN(CC2)C(C)CC(NC(=O)C3CCC3)c4ccccc4,5.782516055786093
CN1CC2CC(CC2C1)N(Cc3ccc(F)c(c3)C(F)(F)F)C(=O)c4cn(C)cn4,5.764471553092451
Fc1ccc(nc1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,5.758951849328356
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,5.293834232497299
CCCC#Cc1cc(cs1)c2[nH]nc3c2Cc4cc(CN5CCN(C)CC5)ccc34,5.7447274948966935
OC1(CCCCC1N2CCC3(CC2)C(CNC3=O)c4ccccc4)c5ccc(F)cc5,5.7447274948966935
CN(C)Cc1ccc2CC(CCc2c1)N(C)C(=O)c3ccc(cc3)c4ccc(F)cc4,5.7447274948966935
Oc1nc2cc(F)ccc2n1C3CCN(CCCN4C(=O)COc5ccccc45)CC3,5.721246399047171
COc1nc(nc(C)c1F)N2CC3C(=O)N(C)C(=NC3(C2)c4ccc(F)cc4F)N,5.721246399047171
CC(C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncc4,5.27000026092988
CS(=O)(=O)Nc1ccc(OCC(O)CNCCc2ccc(Cl)c(F)c2)cc1,5.718966632752273
COc1ccccc1N2CCN(CC(O)COc3ccc4C(=CC(=O)Oc4c3)C)CC2,5.347652827133819
FC(F)(F)c1ccc2[nH]c(nc2c1)N3CCC4(CC3)CN(C(=O)O4)c5ccccc5,5.700000503883016
CC1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(s4)c5ccc(C)s5,5.698970004336019
Cn1c(SCCCN2CCC3(CC3c4ccc(F)cc4)C2)nnc1c5cccnc5,5.679999195735272
COc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,5.6777807052660805
CC(C)CS(=O)(=O)N(C)CCCCN1CCN(CC1)c2cccc(NC(=O)C)c2,5.657577319177793
CCN1CC2C(CN(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4)C2C1,5.657577319177793
Fc1ccc(CC(c2cccnc2)c3cccnc3)c(c1)c4cccc(c4)C(F)(F)F,5.651695136951839
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc5cccnc35)CC2)c1,5.5324774907958405
FC(F)(F)c1cc(COCC2(CCNCC2)c3ccccc3)nc(c1)N4CCCC4,5.638272163982407
O=C(NC1CCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,5.6020599913279625
O=C1C=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CCN5CCCC5)c3,5.6020599913279625
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5COCc5c4)CC3,5.6020599913279625
COc1ccc(CCN(C)CCN2CCN(C2=O)c3cccc(Cl)c3)cc1OC,5.59999938302362
FC(F)(F)Oc1ccc(cc1)C(=O)NC2COc3cccc(c3C2)c4ccncc4,5.59999938302362
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5cc[nH]c5c4)CC3,5.596879478824182
CN(CCCN1c2ccccc2CCc3ccccc13)CC(=O)c4ccc(Cl)cc4,5.525255610976515
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(C4CC4)c5ccc(Cl)cc5,5.585026652029182
CC(C)n1nc(C(=O)NCC2CCN(CCNS(=O)(=O)C)CC2)c3ccccc13,5.580044251510242
CCC(NCCCCC(Oc1cc(C)c(F)c(C)c1)C(=O)NO)c2ccc(F)cc2,5.568636235841013
COc1ccc(cc1)c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C,5.377246815848115
CN(C1CCN(C1)C2CCCCC2)C(=O)c3ccc(cc3)n4c(C)nc5ccccc45,5.552841968657781
O=C1CCCN1C2CCN(CCc3ccc(Oc4nc5ncccc5s4)cc3)CC2,5.552841968657781
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(CC)c4ncccc34)CC1,5.539102157243452
CNC1CCN(C1)c2ccc(cn2)N3C=Nn4cc(cc4C3=O)c5ccc(Cl)cc5,5.522878745280337
Fc1cccnc1c2ccc3[nH]nc(c4cncc(OC5CNCCC56CC6)n4)c3c2,5.522878745280337
NC(=O)c1cnc(NC(C2CC2)C(F)(F)F)c3c4ccc(cc4[nH]c13)c5cn[nH]c5,5.522878745280337
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)C4(C)CCC(C)(O)CC4,5.103804155250873
COc1cc(NCC2CCNCC2)nc3c1nnn3c4cccc(OC(F)(F)F)c4,5.327450819321404
COc1ccc(CN2CCC(CNC(=O)c3cc(OC)cc(OC)c3)(CC2)C#N)cc1,5.493494967595128
CC1=Nc2c(Cl)cccc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.481486060122113
Oc1nc2ccccc2n1C3CCN(CCCN4C(=O)CCc5cc(F)ccc45)CC3,5.468521082957745
Oc1nc2c(F)cccc2n1C3CCN(CCCN4C(=O)COc5ccccc45)CC3,5.468521082957745
NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C5CC5)c6cccc(F)c16,5.455931955649724
Nc1nc2ccc(NCC(F)(F)F)nc2n1CC(O)c3ccc(Cl)cc3Cl,5.455931955649724
O=C(N1Cc2ccccc2C1)c3ccc(cc3)C4=CC5(CCNCC5)Oc6ccccc46,5.4558078892349675
NC1CCCN(C1)c2ccncc2Nc3ncc4ccc(nn34)c5c(F)cccc5F,5.443697499232712
CC1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)N4CCOCC4,5.435728174748451
CC1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5cccs5,5.429457060118103
COc1ccc2N=C(N(C)C(=O)c2c1)c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.42021640338319
CC1=Nc2cc(Cl)ccc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.4089353929735005
FC(F)(F)c1ccc2[nH]c(nc2c1)C3CCC4(CC3)CN(C(=O)O4)c5ccccn5,5.40000018605658
FC(F)(F)c1ccc2[nH]c(nc2c1)C3CCC4(CC3)CN(C(=O)O4)c5ccccc5,5.40000018605658
CC1CN(CC(C)O1)c2nc(N3CCOCC3C)c4ccc(nc4n2)c5ccccc5,5.3979400086720375
N#Cc1cnc(Nc2cc(ncn2)N3CCN(CCCN4CCOCC4)CC3)s1,5.397614409894895
CC1=C(CCN2CCN(CC2)c3cccc4sccc34)C(=O)N5CCCC(O)C5=N1,5.392544976785332
CC(C)(C)NC(=O)NCCN1CCCC(C1)NC(=O)c2cc(Cl)cc(Cl)c2,5.3872161432802645
COc1ccc(cc1)C(=O)Oc2cc(O)cc3OC(=CC(=O)c23)c4ccc(OC)cc4,5.3872161432802645
CN1C(=O)C(NC(=O)Nc2cccc(Cl)c2)N=C(c3ccccc3)c4ccccc14,5.355367552820014
COc1ccc2C(=O)N(C)C(=Nc2c1)c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.366531544420414
CC(=O)NC1CC2CCC(C1)N2CCc3ccc(Oc4nc5ncccc5s4)cc3,5.22372672602217
CC(C)C(N)CN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4ccc(F)cc4,5.360513510731414
Oc1nc2ccc(F)cc2n1C3CCN(CCCN4C(=O)COc5ccccc45)CC3,5.356547323513812
Oc1nc2N(C(=O)NCc2c(n1)c3ccccc3Cl)c4c(Cl)cccc4Cl,5.337242168318426
CC(C)Cc1cc(CNS(=O)(=O)c2cccc3cccnc23)nn1c4ccccc4,5.330683119433888
CC1N(CCn2c1nnc2c3cncc(C)n3)C(=O)c4ccc(cc4)c5cccs5,5.327902142064283
COc1ccc(cc1c2ccnc(Nc3ccc(N4CCOCC4)c(OC)c3)c2)C#N,5.327902142064283
CCOc1cc(N)c(Cl)cc1C(=O)NCC2CN(Cc3ccc(F)cc3)CCO2,5.041881456936387
NC1CC(CCC1c2cc(F)c(F)cc2F)N3Cc4cnc(nc4C3)C(F)(F)F,5.318758762624412
CC1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5ccncc5,5.318758762624412
CC(C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncn4,5.015000001735074
CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,5.301029995663981
COc1cc(Nc2nc3N(Cc4ccccc4)CCCn3n2)ccc1n5cnc(C)c5,5.301029995663981
CCc1cc(COc2cc(nn2c3ccc(cc3)C#N)C(=O)N4CCCC(N)C4)on1,5.301029995663981
CCC(CO)NS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCCC3C)cc2,5.291739759043972
COCC#Cc1cc(cs1)c2[nH]nc3c2Cc4cc(CN5CCN(C)CC5)ccc34,5.284832642151542
CN(C)Cc1ccc2CC(CCc2c1)N(C)C(=O)c3ccc(cn3)c4ccc(F)cc4,5.2839966563652006
CC#Cc1cncc(c1)c2ccc3OC(CC4CC4)C5(COC5)C6(COC(=N6)N)c3c2,5.282329496997738
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5occc5c4)CC3,5.277366077466188
Oc1nc2ccccc2n1C3CCN(CCCN4C(=O)CCc5c(F)cccc45)CC3,5.275724130399211
Cc1nnc2c3cc(C4CCCCC4)c(cc3n(CCCN)c(O)c12)C5CCCCC5,5.275724130399211
CC1=Nc2ccc(Cl)cc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.267606240177032
CC(C)N1CCNC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.251811972993799
CC(C)(C)c1onc(NC(=O)n2ccc3cc(Oc4ncnc5CNCc45)cnc23)c1,5.2441251443275085
Oc1nc2ccccc2n1C3CCN(CCCN4C(=O)CCc5ccc(F)cc45)CC3,5.2441251443275085
FC(F)(F)Oc1ccc(cc1)c2ccc3OCCN(Cc4ncccn4)C(=O)c3c2,5.2441251443275085
CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,5.236572006437063
Clc1cccc(c1)C(=O)N2CCC(C2)NCc3cncn3Cc4ccc(cc4)C#N,5.236572006437063
Cc1nc(cc(n1)C(C)(C)C)C(=O)NCCCN2CCN(CC2)c3cccc(C)c3C,5.229147988357856
COc1cc(OC2CNC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,5.229147988357856
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4C5CCCC5,5.221848749616356
CN1CCC(COCc2cc(cc(Cl)n2)C(F)(F)F)(CC1)c3ccc(F)cc3,5.221848749616356
CC1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5cccnc5,5.221848749616356
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5[nH]ccc5c4)CC3,5.216096420727265
CN1C(=O)C(NC(=O)Nc2cc(F)cc(F)c2)N=C(c3ccccc3)c4ccccc14,5.181533522261152
Oc1nc2cccc(F)c2n1C3CCN(CCCN4C(=O)COc5ccccc45)CC3,5.200659450546418
CC(C)N1CCOC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.200659450546418
FC(F)(F)CCOc1ccc(cn1)C(=O)NCCc2ccccc2c3cccnc3,5.200000237109354
CN(CCN1CCN(C1=O)c2cccc(c2)C(F)(F)F)CC34CCC(CC3)C4(C)C,5.200000237109354
Fc1ccc(OCc2cc(OCC3(F)COC3)nc(n2)c4ccccn4)c(F)c1F,5.200000237109354
CCCCOc1ccc(cc1)C(=O)NC2COc3cccc(N4CCN(C)CC4)c3C2,5.200000237109354
Cc1ncoc1c2nnc(SCCCN3CCc4cc5ocnc5cc4CC3)n2C,5.200000237109354
O=C(NCCCn1ccnc1)c2cc(nc3ccccc23)c4ccc5OCCOc5c4,5.198940691437066
CC1=Nc2ccccc2C(=O)N1c3ccc(OC4CCCN(CC4)C5CCCC5)cc3,5.167491087293763
COC1CN(CCCn2cccc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,5.165261481096159
CC1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)N4CCC(O)C4,5.154901959985743
CC1(C)Cc2c(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccncc5)cccc2O1,4.835000057568634
Brc1ccc(NC(=O)N2CCN(CC3CCCN(C3)C4CC4)CC2)cc1,5.1487416512809245
COCCNC(=S)N(CCc1c(C)[nH]c2ccc(Cl)cc12)Cc3ccncc3,4.753233064549424
Nc1nc2N(C(=O)NCc2c(n1)c3ccccc3Cl)c4c(Cl)cccc4Cl,5.142667503568732
COC1CN(CCCn2ccnc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,5.139003563242804
CC1N(CCn2c1nnc2c3cccc(C)n3)C(=O)c4ccc(cc4)c5cccs5,5.136677139879544
CN1CCN(CC1)c2cc(Cl)c3[nH]c(Nc4ccc(Br)cn4)nc3c2,5.136677139879544
COc1ccc(cc1)C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(=O)C,4.935342756114389
CC(C)(C)c1onc(NC(=O)n2ncc3cc(Oc4ncnc5CNCc45)ccc23)c1,5.113509274827518
COC1CN(CCCn2cncn2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,5.1128892968751165
NC1=NC2(CO1)c3cc(ccc3OC(Cc4ccccc4)C25COC5)c6cncnc6,5.111820506081675
Oc1nc2ccccc2n1C3CCN(CCCN4C(=O)CCc5cccc(F)c45)CC3,5.102372908709558
NC1=NC2(CO1)c3cc(Br)ccc3OC(Cc4ccccc4)C25COC5,5.100726812682396
Fc1cccc(c1)C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,5.100000128334196
Cc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,5.100000128334196
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,5.100000128334196
FC(F)(F)c1ccc(NC(=O)N2CCC(CC2)c3onc(n3)c4ccccn4)cc1,5.096910013008056
CC1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(cc4)c5cccs5,5.096910013008056
CSc1cc(Nc2cnc(C#N)c(OC(C)CN(C)C)n2)ncc1c3cnn(C)c3,5.096910013008056
NC1CN(CCC1c2cc(F)c(F)cc2F)c3ccc4nc(nn4n3)C(F)(F)F,5.0915149811213505
COc1ccc(c(c1)C(=O)N2CC3CN(CC3C2)c4nc(C)cc(C)n4)n5nccn5,5.0915149811213505
O=C1C(CCN1c2cccc3ncccc23)NCc4cncn4Cc5ccc(cc5)C#N,5.086186147616283
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(Cl)cc3)cc1,5.060480747381382
O=C(N1CCCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,5.055517327849831
CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4cccc(F)c4,5.045757490560675
CC1CC2CSC(=NC2(CO1)c3nc(NC(=O)c4ccc(Cl)cn4)cs3)N,5.045757490560675
CC(C)C1(C)CC(=O)N(Cc2cc(F)cc(c2)C(=O)NC(C)c3ccccc3)C(=N1)N,5.045757490560675
CC(C)(C)c1onc(NC(=O)c2cnc3cc(Oc4ncnc5CNCc45)ccn23)c1,5.036212172654444
FC(F)(F)c1cccc(c1)N2CCN(CC2)C(=O)c3ccc(cc3)N4CCCC4=O,4.727160409709614
COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN(C)C)c(C)c4,5.0
COc1cccc2C(=O)N(C)C(=Nc12)c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.0
CN(C)Cc1ccc2CC(CCc2c1)N(C)C(=O)c3ccc(nc3)c4ccc(F)cc4,5.0
Cc1ncccc1C(=O)N2CCC(NCc3cncn3Cc4ccc(cc4)C#N)C2=O,5.0
FC(F)(F)COC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3C#N)cn2,5.0
COc1cccc2N=C(N(C)C(=O)c12)c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.0
COc1nccc2C(=O)N(C)C(=Nc12)c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.0
COC(=O)N1CC(CC1C(=O)N2CCCN(CC2)C3CCC3)Oc4ccc(F)cc4,5.0
COC(=O)N1CC(CC1C(=O)N2CCCN(CC2)C3CCC3)Oc4cccc(F)c4,5.0
CCN1CCNC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,5.0
Fc1ccc(cc1)C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,5.0
CC(C)c1onc(n1)N2CCN(C(C)C2)c3ncc(OCc4ccncc4C#N)cn3,5.0
Nc1cccc(n1)C(Cc2cccnc2c3cc(Cl)cc(Cl)c3)c4cccnc4,4.991399828238082
Cc1c2COC(=O)c2ccc1C(O)CN3CCC4(CC3)CCN(C4=O)c5ccncc5,4.8464660246693505
Cc1c2COC(=O)c2ccc1C(O)CN3CCC4(CC3)CN(C4)c5ccc(cn5)C#N,4.978810700930062
CC1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5ccccn5,4.950781977329818
Nc1nc(CC(=O)Nc2ccc(CC3CCC(N3)C(O)c4ccccc4)cc2)cs1,4.836014188188495
CNC(=O)C12CC1C(C(O)C2O)n3cnc4c(NC)nc(nc34)C#Cc5cccs5,4.939302159646388
CC(C)c1noc(n1)N2CCN(C(C)C2)c3ncc(OCc4ccncc4C#N)cn3,4.935542010773082
Cc1c2COC(=O)c2ccc1C(O)CN3CCN(CC(O)c4ccc(cn4)C#N)CC3,4.73946273916895
