SMILES,Value,ID,splits
COc1ccc(OCCCc2cccc(CCCOc3ccc(OC)cc3)[n+]2C)cc1,6.801342913045577,34,train
[O-][N+](=O)c1ccc(CCN2CCN(CC2)C(=O)Cc3ccc(cc3)n4cnnn4)cc1,6.795880017344076,35,test
Fc1ccc(nc1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCCCC6,6.769551078621726,36,train
COc1cccc(CN2CCCCCCC2)c1OCc3csc(n3)c4ccccc4,6.7447274948966935,37,test
CC1(O)CC(C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26,6.660734766622678,38,train
CCN(CC)CCN1C(=N)N(CC(O)c2ccc(Cl)c(Cl)c2)c3ccccc13,6.687814177863357,39,train
Fc1cccc(c1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,6.58838029403677,40,train
CN1CCCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1,6.54515513999149,41,train
CC1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)Nc4ccccc4,6.527682453683157,42,train
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)NC)c4ncccc34)CC1,6.522878745280337,43,train
Clc1cc(Cl)cc(c1)C(=O)NCC2(CCN(CCc3ccccc3)CC2)C#N,6.443697499232713,44,train
Fc1ccc(cc1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,6.4236586497942065,45,train
FC(F)(F)c1c(OCC2CC2c3ccc(Cl)cc3)ccn4c(CC5CC5)nnc14,6.420216403383191,46,train
CCNC1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)C1,6.376750709602098,47,train
Clc1cccc(CN2CCC(NCc3cncn3Cc4ccc(cc4)C#N)C2=O)c1,6.356547323513813,48,train
CSc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,6.337242168318426,49,train
Oc1ccc(cc1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,6.330683119433888,50,train
ONC(=O)\C=C\c1ccc(CNCCc2c([nH]c3ccccc23)c4cccs4)cc1,6.3187587626244115,51,train
OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc2ccccc2,5.7804694032986825,52,train
Fc1ccccc1c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,6.305394801066433,53,train
O=C1OCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2,6.301029995663981,54,train
CC(=O)c1ccc(OCC(O)CN2CCN(Cc3c(F)cccc3Cl)CC2)cc1,5.8353721691095615,55,train
COc1ccccc1N2CCN(CCCCNS(=O)(=O)c3ccc(C)cc3)CC2,5.891231960297778,56,train
COc1cc2nc(nc(N3CCN(CC3)c4ccccc4OC)c2cc1OC)C5CC5,6.192445636730146,57,train
CN(C)C1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)C1,6.221848749616356,58,train
CCOc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N,6.173925197299173,59,train
CCCOCCN1C(=O)C(=Nc2cnc(cc12)c3ccc(OC)nc3)N4CCNCC4,6.173925197299173,60,train
CCC1(C2CN(CCCC3(O)CCCCC3)CC12)c4cccc(NS(=O)(=O)C)c4,6.1487416512809245,61,train
COc1cccc(CN(C2CCS(=O)(=O)C2)C(=O)\C=C\c3ccc(Cl)cc3)c1,6.112423749117853,62,train
CCN1CCN(CC1)c2cc(C)c3cc(NC(=O)COc4ccc(F)cc4)ccc3n2,6.0937729509802665,63,train
COc1cc(ccc1n2cnc(C)c2)c3nc4C(CCCn4n3)c5ccc(F)cc5C,5.60127620314123,64,train
COc1cc(OC)cc(c1)C(=O)NCC2(CCN(Cc3ccccc3OC)CC2)C#N,6.036212172654443,65,train
CCC(NCCCCC(Nc1cc(C)c(F)c(C)c1)C(=O)NO)c2ccc(F)cc2,6.022276394711152,66,train
COc1ccc(CCN(C)CCOc2ccc(NS(=O)(=O)C)cc2N)cc1OC,6.0,67,train
O=C1CCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2,6.0,68,train
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7oc8ccccc8c7C[C@@]36O,5.940071053001112,69,train
CC(=C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncc4,5.794999533025782,70,train
CN1C(=O)c2cccc(Cl)c2N=C1c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.9586073148417755,71,train
NC(COc1cccc2ccc(O)nc12)CN3CCC4(CC3)Cc5cc(F)ccc5O4,5.920818753952375,72,train
COc1cc(\C=C\2/CCCN(C(C)c3ccc(F)cc3)C2=O)ccc1n4cnc(C)c4,5.920818753952375,73,train
CC1CC(N)CN(C1)c2ccncc2Nc3ncc4ccc(nn34)c5ncccc5F,5.920818753952375,74,train
Cc1ccc(cn1)c2c(C)c(CNC3CCCC3)nn2c4ncc(Cl)cc4Cl,5.920818753952375,75,train
Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccccc5)n2C,5.849999646000925,76,train
Ic1cccc(c1)C(=O)N2CCN(CCc3ccccc3)CC2,5.829148174693037,77,test
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5nonc5c4)CC3,5.886056647693162,78,train
Fc1ccc(cc1)C2CNC(=O)C23CCN(CC3)C4(CCCCC4)c5ccc(F)cc5,5.886056647693162,79,train
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]c8ccccc8c7C[C@@]36O,5.849958008121494,80,train
CC(=O)NC(CCN1C2CCC1CC(C2)n3c(C)nc4ccccc34)c5ccccc5,5.823908740944319,81,train
COc1cccc(CN2CCC(CNC(=O)c3cc(OC)cc(OC)c3)(CC2)C#N)c1,5.823908740944319,82,train
COc1cccc2c1nc(N)n3nc(CN4CCN(CC4C)c5ccc(F)cc5)nc23,5.809388202186395,83,train
CN(Cc1ccccc1)C(=O)c2ccc(cc2)C3=CC4(CCNCC4)Oc5ccccc35,5.803823814960028,84,train
CC(C)c1noc(n1)C2CCN(CC2)C(C)CC(NC(=O)C3CCC3)c4ccccc4,5.782516055786092,85,train
CN1CC2CC(CC2C1)N(Cc3ccc(F)c(c3)C(F)(F)F)C(=O)c4cn(C)cn4,5.764471553092451,86,train
Fc1ccc(nc1)c2c[nH]c(n2)C3Cc4c([nH]c5ccccc45)C(N3)C6CCOCC6,5.758951849328357,87,train
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2,5.293834232497299,88,train
CCCC#Cc1cc(cs1)c2[nH]nc3c2Cc4cc(CN5CCN(C)CC5)ccc34,5.7447274948966935,89,train
OC1(CCCCC1N2CCC3(CC2)C(CNC3=O)c4ccccc4)c5ccc(F)cc5,5.7447274948966935,90,train
CN(C)Cc1ccc2CC(CCc2c1)N(C)C(=O)c3ccc(cc3)c4ccc(F)cc4,5.7447274948966935,91,train
Oc1nc2cc(F)ccc2n1C3CCN(CCCN4C(=O)COc5ccccc45)CC3,5.721246399047171,92,train
COc1nc(nc(C)c1F)N2CC3C(=O)N(C)C(=NC3(C2)c4ccc(F)cc4F)N,5.721246399047171,93,train
CC(C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncc4,5.27000026092988,94,test
CS(=O)(=O)Nc1ccc(OCC(O)CNCCc2ccc(Cl)c(F)c2)cc1,5.718966632752272,95,train
COc1ccccc1N2CCN(CC(O)COc3ccc4C(=CC(=O)Oc4c3)C)CC2,5.347652827133818,96,test
FC(F)(F)c1ccc2[nH]c(nc2c1)N3CCC4(CC3)CN(C(=O)O4)c5ccccc5,5.700000503883016,97,train
CC1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(s4)c5ccc(C)s5,5.698970004336019,98,train
Cn1c(SCCCN2CCC3(CC3c4ccc(F)cc4)C2)nnc1c5cccnc5,5.679999195735272,99,train
COc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3C)CC2)ccc1C#N,5.6777807052660805,100,train
CC(C)CS(=O)(=O)N(C)CCCCN1CCN(CC1)c2cccc(NC(=O)C)c2,5.657577319177793,101,train
CCN1CC2C(CN(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4)C2C1,5.657577319177793,102,train
Fc1ccc(CC(c2cccnc2)c3cccnc3)c(c1)c4cccc(c4)C(F)(F)F,5.6516951369518384,103,train
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc5cccnc35)CC2)c1,5.5324774907958405,104,train
FC(F)(F)c1cc(COCC2(CCNCC2)c3ccccc3)nc(c1)N4CCCC4,5.638272163982407,105,train
O=C(NC1CCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,5.6020599913279625,106,train
O=C1C=C(OCc2ccccc2)C=CN1c3ccc4c(cnn4CCN5CCCC5)c3,5.6020599913279625,107,test
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4ccc5COCc5c4)CC3,5.6020599913279625,108,train
COc1ccc(CCN(C)CCN2CCN(C2=O)c3cccc(Cl)c3)cc1OC,5.599999383023619,109,train
FC(F)(F)Oc1ccc(cc1)C(=O)NC2COc3cccc(c3C2)c4ccncc4,5.599999383023619,110,train
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5cc[nH]c5c4)CC3,5.596879478824182,111,test
CN(CCCN1c2ccccc2CCc3ccccc13)CC(=O)c4ccc(Cl)cc4,5.525255610976515,112,train
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(C4CC4)c5ccc(Cl)cc5,5.585026652029182,113,train
CC(C)n1nc(C(=O)NCC2CCN(CCNS(=O)(=O)C)CC2)c3ccccc13,5.580044251510242,114,train
CCC(NCCCCC(Oc1cc(C)c(F)c(C)c1)C(=O)NO)c2ccc(F)cc2,5.568636235841013,115,train
COc1ccc(cc1)c2nc(NC(=O)CS(=O)(=O)c3ccc(F)cc3)sc2C,5.377246815848116,116,train
CN(C1CCN(C1)C2CCCCC2)C(=O)c3ccc(cc3)n4c(C)nc5ccccc45,5.552841968657781,117,train
O=C1CCCN1C2CCN(CCc3ccc(Oc4nc5ncccc5s4)cc3)CC2,5.552841968657781,118,train
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(CC)c4ncccc34)CC1,5.539102157243452,119,train
CNC1CCN(C1)c2ccc(cn2)N3C=Nn4cc(cc4C3=O)c5ccc(Cl)cc5,5.522878745280337,120,train
Fc1cccnc1c2ccc3[nH]nc(c4cncc(OC5CNCCC56CC6)n4)c3c2,5.522878745280337,121,train
NC(=O)c1cnc(NC(C2CC2)C(F)(F)F)c3c4ccc(cc4[nH]c13)c5cn[nH]c5,5.522878745280337,122,train
CCN1CCN(CC1)c2cc3[nH]c(nc3cc2Cl)C(=O)C4(C)CCC(C)(O)CC4,5.103804155250873,123,train
COc1cc(NCC2CCNCC2)nc3c1nnn3c4cccc(OC(F)(F)F)c4,5.327450819321403,124,train
COc1ccc(CN2CCC(CNC(=O)c3cc(OC)cc(OC)c3)(CC2)C#N)cc1,5.493494967595128,125,train
CC1=Nc2c(Cl)cccc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.481486060122113,126,train
Oc1nc2ccccc2n1C3CCN(CCCN4C(=O)CCc5cc(F)ccc45)CC3,5.468521082957745,127,train
Oc1nc2c(F)cccc2n1C3CCN(CCCN4C(=O)COc5ccccc45)CC3,5.468521082957745,128,train
NC1=NC(c2cccc(c2)c3cncnc3)(c4ccnc(c4)C5CC5)c6cccc(F)c16,5.455931955649724,129,train
Nc1nc2ccc(NCC(F)(F)F)nc2n1CC(O)c3ccc(Cl)cc3Cl,5.455931955649724,130,train
O=C(N1Cc2ccccc2C1)c3ccc(cc3)C4=CC5(CCNCC5)Oc6ccccc46,5.455807889234968,131,train
NC1CCCN(C1)c2ccncc2Nc3ncc4ccc(nn34)c5c(F)cccc5F,5.443697499232711,132,train
CC1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)N4CCOCC4,5.435728174748451,133,train
CC1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5cccs5,5.429457060118103,134,train
COc1ccc2N=C(N(C)C(=O)c2c1)c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.420216403383191,135,train
CC1=Nc2cc(Cl)ccc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.4089353929735005,136,train
FC(F)(F)c1ccc2[nH]c(nc2c1)C3CCC4(CC3)CN(C(=O)O4)c5ccccn5,5.40000018605658,137,train
FC(F)(F)c1ccc2[nH]c(nc2c1)C3CCC4(CC3)CN(C(=O)O4)c5ccccc5,5.40000018605658,138,train
CC1CN(CC(C)O1)c2nc(N3CCOCC3C)c4ccc(nc4n2)c5ccccc5,5.3979400086720375,139,train
N#Cc1cnc(Nc2cc(ncn2)N3CCN(CCCN4CCOCC4)CC3)s1,5.397614409894894,140,train
CC1=C(CCN2CCN(CC2)c3cccc4sccc34)C(=O)N5CCCC(O)C5=N1,5.392544976785332,141,train
CC(C)(C)NC(=O)NCCN1CCCC(C1)NC(=O)c2cc(Cl)cc(Cl)c2,5.3872161432802645,142,train
COc1ccc(cc1)C(=O)Oc2cc(O)cc3OC(=CC(=O)c23)c4ccc(OC)cc4,5.3872161432802645,143,train
CN1C(=O)C(NC(=O)Nc2cccc(Cl)c2)N=C(c3ccccc3)c4ccccc14,5.355367552820014,144,train
COc1ccc2C(=O)N(C)C(=Nc2c1)c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.366531544420414,145,train
CC(=O)NC1CC2CCC(C1)N2CCc3ccc(Oc4nc5ncccc5s4)cc3,5.2237267260221705,146,train
CC(C)C(N)CN1C2CCC1CC(C2)OC(c3ccc(F)cc3)c4ccc(F)cc4,5.360513510731414,147,train
Oc1nc2ccc(F)cc2n1C3CCN(CCCN4C(=O)COc5ccccc45)CC3,5.356547323513811,148,train
Oc1nc2N(C(=O)NCc2c(n1)c3ccccc3Cl)c4c(Cl)cccc4Cl,5.337242168318426,149,train
CC(C)Cc1cc(CNS(=O)(=O)c2cccc3cccnc23)nn1c4ccccc4,5.330683119433887,150,train
CC1N(CCn2c1nnc2c3cncc(C)n3)C(=O)c4ccc(cc4)c5cccs5,5.327902142064284,151,train
COc1ccc(cc1c2ccnc(Nc3ccc(N4CCOCC4)c(OC)c3)c2)C#N,5.327902142064284,152,train
CCOc1cc(N)c(Cl)cc1C(=O)NCC2CN(Cc3ccc(F)cc3)CCO2,5.041881456936387,153,train
NC1CC(CCC1c2cc(F)c(F)cc2F)N3Cc4cnc(nc4C3)C(F)(F)F,5.318758762624412,154,train
CC1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5ccncc5,5.318758762624412,155,train
CC(C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncn4,5.015000001735074,156,test
CCN1CCOC(C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3,5.301029995663981,157,train
COc1cc(Nc2nc3N(Cc4ccccc4)CCCn3n2)ccc1n5cnc(C)c5,5.301029995663981,158,train
CCc1cc(COc2cc(nn2c3ccc(cc3)C#N)C(=O)N4CCCC(N)C4)on1,5.301029995663981,159,train
CCC(CO)NS(=O)(=O)c1ccc(cc1)c2ccc(CCN3CCCC3C)cc2,5.291739759043972,160,train
COCC#Cc1cc(cs1)c2[nH]nc3c2Cc4cc(CN5CCN(C)CC5)ccc34,5.2848326421515415,161,train
CN(C)Cc1ccc2CC(CCc2c1)N(C)C(=O)c3ccc(cn3)c4ccc(F)cc4,5.2839966563652006,162,train
CC#Cc1cncc(c1)c2ccc3OC(CC4CC4)C5(COC5)C6(COC(=N6)N)c3c2,5.282329496997739,163,train
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5occc5c4)CC3,5.277366077466189,164,test
Oc1nc2ccccc2n1C3CCN(CCCN4C(=O)CCc5c(F)cccc45)CC3,5.275724130399211,165,train
Cc1nnc2c3cc(C4CCCCC4)c(cc3n(CCCN)c(O)c12)C5CCCCC5,5.275724130399211,166,train
CC1=Nc2ccc(Cl)cc2C(=O)N1c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.267606240177033,167,train
CC(C)N1CCNC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.251811972993798,168,train
CC(C)(C)c1onc(NC(=O)n2ccc3cc(Oc4ncnc5CNCc45)cnc23)c1,5.2441251443275085,169,train
Oc1nc2ccccc2n1C3CCN(CCCN4C(=O)CCc5ccc(F)cc45)CC3,5.2441251443275085,170,train
FC(F)(F)Oc1ccc(cc1)c2ccc3OCCN(Cc4ncccn4)C(=O)c3c2,5.2441251443275085,171,train
CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)C1,5.236572006437063,172,train
Clc1cccc(c1)C(=O)N2CCC(C2)NCc3cncn3Cc4ccc(cc4)C#N,5.236572006437063,173,train
Cc1nc(cc(n1)C(C)(C)C)C(=O)NCCCN2CCN(CC2)c3cccc(C)c3C,5.229147988357856,174,train
COc1cc(OC2CNC2)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,5.229147988357856,175,train
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4C5CCCC5,5.221848749616356,176,train
CN1CCC(COCc2cc(cc(Cl)n2)C(F)(F)F)(CC1)c3ccc(F)cc3,5.221848749616356,177,train
CC1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5cccnc5,5.221848749616356,178,train
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5[nH]ccc5c4)CC3,5.216096420727265,179,test
CN1C(=O)C(NC(=O)Nc2cc(F)cc(F)c2)N=C(c3ccccc3)c4ccccc14,5.1815335222611525,180,train
Oc1nc2cccc(F)c2n1C3CCN(CCCN4C(=O)COc5ccccc45)CC3,5.200659450546418,181,train
CC(C)N1CCOC(CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,5.200659450546418,182,train
FC(F)(F)CCOc1ccc(cn1)C(=O)NCCc2ccccc2c3cccnc3,5.200000237109354,183,train
CN(CCN1CCN(C1=O)c2cccc(c2)C(F)(F)F)CC34CCC(CC3)C4(C)C,5.200000237109354,184,train
Fc1ccc(OCc2cc(OCC3(F)COC3)nc(n2)c4ccccn4)c(F)c1F,5.200000237109354,185,train
CCCCOc1ccc(cc1)C(=O)NC2COc3cccc(N4CCN(C)CC4)c3C2,5.200000237109354,186,train
Cc1ncoc1c2nnc(SCCCN3CCc4cc5ocnc5cc4CC3)n2C,5.200000237109354,187,train
O=C(NCCCn1ccnc1)c2cc(nc3ccccc23)c4ccc5OCCOc5c4,5.198940691437066,188,train
CC1=Nc2ccccc2C(=O)N1c3ccc(OC4CCCN(CC4)C5CCCC5)cc3,5.1674910872937625,189,train
COC1CN(CCCn2cccc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,5.1652614810961595,190,test
CC1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)N4CCC(O)C4,5.154901959985743,191,train
CC1(C)Cc2c(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccncc5)cccc2O1,4.835000057568633,192,train
Brc1ccc(NC(=O)N2CCN(CC3CCCN(C3)C4CC4)CC2)cc1,5.1487416512809245,193,train
COCCNC(=S)N(CCc1c(C)[nH]c2ccc(Cl)cc12)Cc3ccncc3,4.753233064549424,194,train
Nc1nc2N(C(=O)NCc2c(n1)c3ccccc3Cl)c4c(Cl)cccc4Cl,5.142667503568732,195,train
COC1CN(CCCn2ccnc2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,5.139003563242804,196,test
CC1N(CCn2c1nnc2c3cccc(C)n3)C(=O)c4ccc(cc4)c5cccs5,5.136677139879544,197,train
CN1CCN(CC1)c2cc(Cl)c3[nH]c(Nc4ccc(Br)cn4)nc3c2,5.136677139879544,198,train
COc1ccc(cc1)C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(=O)C,4.935342756114388,199,train
CC(C)(C)c1onc(NC(=O)n2ncc3cc(Oc4ncnc5CNCc45)ccc23)c1,5.113509274827519,200,train
COC1CN(CCCn2cncn2)CCC1NC(=O)c3cc(Cl)c(N)cc3OC,5.1128892968751165,201,test
NC1=NC2(CO1)c3cc(ccc3OC(Cc4ccccc4)C25COC5)c6cncnc6,5.111820506081675,202,train
Oc1nc2ccccc2n1C3CCN(CCCN4C(=O)CCc5cccc(F)c45)CC3,5.102372908709559,203,train
NC1=NC2(CO1)c3cc(Br)ccc3OC(Cc4ccccc4)C25COC5,5.100726812682397,204,train
Fc1cccc(c1)C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,5.100000128334196,205,train
Cc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,5.100000128334196,206,train
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,5.100000128334196,207,train
FC(F)(F)c1ccc(NC(=O)N2CCC(CC2)c3onc(n3)c4ccccn4)cc1,5.096910013008057,208,train
CC1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(cc4)c5cccs5,5.096910013008057,209,train
CSc1cc(Nc2cnc(C#N)c(OC(C)CN(C)C)n2)ncc1c3cnn(C)c3,5.096910013008057,210,train
NC1CN(CCC1c2cc(F)c(F)cc2F)c3ccc4nc(nn4n3)C(F)(F)F,5.091514981121351,211,train
COc1ccc(c(c1)C(=O)N2CC3CN(CC3C2)c4nc(C)cc(C)n4)n5nccn5,5.091514981121351,212,train
O=C1C(CCN1c2cccc3ncccc23)NCc4cncn4Cc5ccc(cc5)C#N,5.086186147616283,213,train
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(Cl)cc3)cc1,5.060480747381382,214,train
O=C(N1CCCC1)c2ccc(cc2)c3ccc4C(=O)N(CCN5CCCC5)CCc4c3,5.055517327849831,215,train
CN1CCC(COCc2cc(cc(n2)C3CC3)C(F)(F)F)(CC1)c4cccc(F)c4,5.045757490560675,216,train
CC1CC2CSC(=NC2(CO1)c3nc(NC(=O)c4ccc(Cl)cn4)cs3)N,5.045757490560675,217,train
CC(C)C1(C)CC(=O)N(Cc2cc(F)cc(c2)C(=O)NC(C)c3ccccc3)C(=N1)N,5.045757490560675,218,train
CC(C)(C)c1onc(NC(=O)c2cnc3cc(Oc4ncnc5CNCc45)ccn23)c1,5.0362121726544435,219,train
FC(F)(F)c1cccc(c1)N2CCN(CC2)C(=O)c3ccc(cc3)N4CCCC4=O,4.727160409709613,220,train
COc1ccc(cc1)c2oc(nn2)C(=O)N3CC(C3)Oc4ccc(CN(C)C)c(C)c4,5.0,221,train
COc1cccc2C(=O)N(C)C(=Nc12)c3ccc(OC4CCN(CC4)C5CCC5)cc3,5.0,222,train
CN(C)Cc1ccc2CC(CCc2c1)N(C)C(=O)c3ccc(nc3)c4ccc(F)cc4,5.0,223,train
Cc1ncccc1C(=O)N2CCC(NCc3cncn3Cc4ccc(cc4)C#N)C2=O,5.0,224,train
