SMILES,Atom_importance,Bond_importance
CC[NH+](CC)CCCNC(=O)N1CCN(CC1)Cc1cccs1,"[-0.00010629 -0.00012539 -0.00145891 -0.00012539 -0.00010629 -0.00012539
 -0.00012539 -0.00012539 -0.00128451 -0.00129384 -0.00127933 -0.00231935
 -0.00012539 -0.00012539 -0.00240294 -0.00012539 -0.00012539 -0.00012539
 -0.00163476 -0.00064045 -0.00064045 -0.00064045 -0.00184458]",
CCOC(=O)[C@@H](Cc1ccccc1)SC(=O)C,"[-0.00010629 -0.00012539 -0.00132006 -0.00129384 -0.00127933 -0.00051674
 -0.00012539 -0.00163476 -0.00064045 -0.00064045 -0.00064045 -0.00064045
 -0.00064045 -0.00138914 -0.00129384 -0.00127933 -0.00010629]",
COc1ccc(cc1F)C(=O)OCc1nc2ccccc2o1,"[-0.00010629 -0.00132006 -0.00163476 -0.00064045 -0.00064045 -0.00163476
 -0.00064045 -0.00163476 -0.00125305 -0.00129384 -0.00127933 -0.00132006
 -0.00012539 -0.00163476 -0.00279721 -0.00163476 -0.00064045 -0.00064045
 -0.00064045 -0.00064045 -0.00163476 -0.00182169]",
CC(C)[C@]1(CCC[C@H](C1)OCCC#C)C,"[-0.00010629 -0.00048149 -0.00010629 -0.00147137 -0.00012539 -0.00012539
 -0.00012539 -0.00050031 -0.00012539 -0.00132743 -0.00012539 -0.00012539
 -0.00138068 -0.00032663 -0.00010629]",
Cc1ccc(o1)Cn1c(ccn1)NC(=O)c1c(cc(cc1F)F)O,"[-0.00010629 -0.00163476 -0.00064045 -0.00064045 -0.00163476 -0.00182169
 -0.00012539 -0.00280694 -0.00163476 -0.00064045 -0.00064045 -0.00279721
 -0.00128451 -0.00129384 -0.00127933 -0.00163476 -0.00163476 -0.00064045
 -0.00163476 -0.00064045 -0.00163476 -0.00125305 -0.00125305 -0.00031789]",
CCO[C@H]1C[C@H](C21CCCC2)[NH2+]C,"[-0.00010629 -0.00012539 -0.00132743 -0.00051674 -0.00012539 -0.00050031
 -0.00150828 -0.00012539 -0.00012539 -0.00012539 -0.00012539 -0.0011768
 -0.00010629]",
c1cc(ccc1/C=C/C(=O)c1ccc(cc1)F)O,"[-0.00064045 -0.00064045 -0.00163476 -0.00064045 -0.00064045 -0.00163476
 -0.00027225 -0.00027225 -0.00129384 -0.00127933 -0.00163476 -0.00064045
 -0.00064045 -0.00163476 -0.00064045 -0.00064045 -0.00125305 -0.00031789]",
Cc1cccc(c1)[C@@](C)(C[NH3+])O,"[-0.00010629 -0.00163476 -0.00064045 -0.00064045 -0.00064045 -0.00163476
 -0.00064045 -0.00148952 -0.00010629 -0.00012539 -0.00110739 -0.00031088]",
Cc1c(nc2cc(nn2c1O)[C@H]1CCCCN1C(=O)[C@@H]1CCCO1)C,"[-0.00010629 -0.00163476 -0.00163476 -0.00279721 -0.00163476 -0.00064045
 -0.00163476 -0.00279721 -0.00280694 -0.00163476 -0.00031789 -0.00051674
 -0.00012539 -0.00012539 -0.00012539 -0.00012539 -0.00231935 -0.00129384
 -0.00127933 -0.00050031 -0.00012539 -0.00012539 -0.00012539 -0.00132743
 -0.00010629]",
Cc1cc(nc([nH+]1)N(C)C)O[C@@H](CCC=C)C[N@@H+]1CCCOCC1,"[-1.06286585e-04 -1.63476483e-03 -6.40452956e-04 -1.63476483e-03
 -2.79721059e-03 -1.63476483e-03 -1.99553347e-03 -2.31934665e-03
 -1.06286585e-04 -1.06286585e-04 -1.32005941e-03 -5.16735949e-04
 -1.25385355e-04 -1.25385355e-04 -2.72253063e-04  9.83456994e-05
 -1.25385355e-04 -1.62851496e-03 -1.25385355e-04 -1.25385355e-04
 -1.25385355e-04 -1.32743176e-03 -1.25385355e-04 -1.25385355e-04]",
c1ccc(c(c1)[C@@H]1CN(CCO1)C(=O)NCCc1cccc(c1)O)F,"[-0.00064045 -0.00064045 -0.00064045 -0.00163476 -0.00163476 -0.00064045
 -0.00050031 -0.00012539 -0.00231935 -0.00012539 -0.00012539 -0.00132743
 -0.00129384 -0.00127933 -0.00128451 -0.00012539 -0.00012539 -0.00163476
 -0.00064045 -0.00064045 -0.00064045 -0.00163476 -0.00064045 -0.00031789
 -0.00125305]",
CCC[NH+](CCC)Cc1ccc(o1)C(=O)OC,"[-0.00010629 -0.00012539 -0.00012539 -0.00145891 -0.00012539 -0.00012539
 -0.00010629 -0.00012539 -0.00163476 -0.00064045 -0.00064045 -0.00163476
 -0.00182169 -0.00129384 -0.00127933 -0.00132006 -0.00010629]",
CCOc1cccc(c1)C(=O)N1CC[NH+](CC1)[C@@H]1CCC[C@@H]1O,"[-0.00010629 -0.00012539 -0.00132006 -0.00163476 -0.00064045 -0.00064045
 -0.00064045 -0.00163476 -0.00064045 -0.00129384 -0.00127933 -0.00231935
 -0.00012539 -0.00012539 -0.00145891 -0.00012539 -0.00012539 -0.00050031
 -0.00012539 -0.00012539 -0.00012539 -0.00050031 -0.00031088]",
c1c([nH]cn1)C[C@@H](c1nc(nn1CC(F)(F)F)C1CC1)N,"[-0.00064045 -0.00163476 -0.00177765 -0.00064045 -0.00279721 -0.00012539
 -0.00051674 -0.00163476 -0.00279721 -0.00163476 -0.00279721 -0.00280694
 -0.00012539 -0.00150828 -0.00125305 -0.00125305 -0.00125305 -0.00048149
 -0.00012539 -0.00012539 -0.00101801]",
CC(C)CCC[C@@H]1CN(CCO1)S(=O)(=O)N1CCOCC1,"[-0.00010629 -0.00048149 -0.00010629 -0.00012539 -0.00012539 -0.00012539
 -0.00050031 -0.00012539 -0.00240294 -0.00012539 -0.00012539 -0.00132743
 -0.00139068 -0.00127933 -0.00127933 -0.00240294 -0.00012539 -0.00012539
 -0.00132743 -0.00012539 -0.00012539]",
c1ccc(cc1)CNC(=O)C[C@@H]1C(=O)NCC[NH2+]1,"[-0.00064045 -0.00064045 -0.00064045 -0.00163476 -0.00064045 -0.00064045
 -0.00012539 -0.00128451 -0.00129384 -0.00127933 -0.00012539 -0.00050031
 -0.00129384 -0.00127933 -0.00128451 -0.00012539 -0.00012539 -0.0011768 ]",
CCn1cc(s/c/1=N\C(=O)[C@@H]1C(=O)c2ccccc2S(=O)(=O)N1C)C,"[-0.00010629 -0.00012539 -0.00280694 -0.00064045 -0.00163476 -0.00184458
 -0.00163476 -0.00229036 -0.00129384 -0.00127933 -0.00050031 -0.00129384
 -0.00127933 -0.00163476 -0.00064045 -0.00064045 -0.00064045 -0.00064045
 -0.00163476 -0.00139068 -0.00127933 -0.00127933 -0.00240294 -0.00010629
 -0.00010629]",
CCNC(=O)[C@H]1CC(=O)Nc2c1c(=O)[nH]c(n2)N1[C@@H](CCC[C@@H]1C)C,"[-0.00010629 -0.00012539 -0.00128451 -0.00129384 -0.00127933 -0.00051674
 -0.00012539 -0.00129384 -0.00127933 -0.00128451 -0.00163476 -0.00163476
 -0.00163476 -0.00127933 -0.00177765 -0.00163476 -0.00279721 -0.00231935
 -0.00051674 -0.00012539 -0.00012539 -0.00012539 -0.00050031 -0.00010629
 -0.00010629]",
c1ccc2c(c1)cc1ccccc1c2/C=N\NC(=O)c1ccccn1,"[-0.00064045 -0.00064045 -0.00064045 -0.00163476 -0.00163476 -0.00064045
 -0.00064045 -0.00163476 -0.00064045 -0.00064045 -0.00064045 -0.00064045
 -0.00163476 -0.00163476 -0.00027225 -0.00229036 -0.00128451 -0.00129384
 -0.00127933 -0.00163476 -0.00064045 -0.00064045 -0.00064045 -0.00064045
 -0.00279721]",
Cc1cccc(c1O)C(=O)NNC1=C(CCC1)C(=O)C(F)(F)F,"[-0.00010629 -0.00163476 -0.00064045 -0.00064045 -0.00064045 -0.00163476
 -0.00163476 -0.00031789 -0.00129384 -0.00127933 -0.00128451 -0.00128451
 -0.00129384 -0.00129384 -0.00012539 -0.00012539 -0.00012539 -0.00129384
 -0.00127933 -0.00150828 -0.00125305 -0.00125305 -0.00125305]",
CC(=O)O[C@@H]1CC(=O)C(=C1)F,"[-0.00010629 -0.00129384 -0.00127933 -0.00132006 -0.00050031 -0.00012539
 -0.00129384 -0.00127933 -0.00129384 -0.00027225 -0.00125305]",
