SMILES,Atom_importance,Bond_importance
C[NH+](C)[C@@H]1CC[C@@H](C1)NC(=O)CC1(CCCCC1)O,"[1.8159146e-04 1.3445562e-04 1.3763805e-04 9.3792250e-06 5.8480349e-05
 1.4432879e-04 1.7146350e-04 9.4480318e-05 1.9808675e-04 1.0414931e-04
 4.5574841e-05 6.1607287e-05 8.1953058e-06 2.7163069e-05 6.4525564e-05
 1.7867770e-04 1.4582531e-04 9.7336502e-05 1.2134339e-04]",
CC/[NH+]=C(/NCCc1nnc2n1CCCCC2)\NC[C@H]1CCCO1,"[1.6447985e-04 1.7447099e-04 4.5892910e-05 1.6139910e-04 9.9582088e-05
 4.0762593e-06 3.5722893e-05 7.6510398e-05 1.9636244e-04 4.2043968e-05
 2.3132445e-05 1.4454965e-04 1.5992756e-04 1.2283576e-04 1.7586499e-05
 1.8078185e-04 1.9998082e-04 5.8894893e-05 1.4269654e-05 9.0625901e-05
 8.3406485e-05 1.5377135e-04 8.9148816e-05 1.4385280e-04]",
c1cc(nc(c1)OCC(F)F)C(=O)Nc1ccncc1O,"[6.05958630e-05 1.52947454e-04 1.47228333e-04 2.07633293e-05
 1.20164179e-04 2.53667840e-05 1.57913557e-04 7.95144297e-05
 1.05012106e-04 3.63446889e-05 1.47405763e-05 9.90117696e-05
 7.35050853e-05 1.40403339e-04 3.88440130e-05 1.35515467e-04
 1.13410970e-04 1.10536661e-04 1.81460797e-04 1.03772662e-04
 1.62133816e-04]",
c1cc(cc(c1)[N+](=O)[O-])CCC(=O)N[C@H]1CCOc2c1cccc2Cl,"[1.1725752e-04 1.2115149e-04 8.2228908e-05 2.1485108e-05 1.9738793e-04
 1.4805282e-04 1.9362330e-04 4.4020544e-05 1.7635709e-04 1.4488827e-04
 1.5910530e-04 1.0152913e-04 1.7363491e-04 6.5631684e-05 1.5111598e-04
 1.4790715e-04 6.6276429e-05 2.5852711e-05 8.6574539e-05 1.5916764e-04
 1.3059868e-05 8.6536624e-05 6.5371016e-05 8.3502955e-06 1.7174690e-04]",
CC(C)(C)c1nc(cs1)C[NH2+]Cc1cccc(c1)F,"[3.8628143e-05 1.5335699e-04 9.8867662e-05 8.1990889e-05 1.6946197e-04
 1.9176482e-04 1.0448758e-04 7.7889472e-06 1.6976289e-04 1.4253774e-04
 1.6795364e-04 5.5072483e-06 3.9057290e-05 1.7246637e-04 5.8979374e-05
 1.2591321e-04 1.7620961e-04 1.8148695e-04 1.9878219e-04]",
Cc1csc(n1)CCNC(=O)N[C@@H](C)C(=O)NC,"[3.24723733e-05 9.20311359e-05 2.74382674e-05 1.78675386e-04
 1.22833895e-04 8.68070201e-05 7.82330098e-05 4.35679394e-05
 8.69161959e-05 7.85919838e-05 1.14535005e-05 4.09267413e-05
 1.22266225e-04 9.87076419e-06 1.81715397e-04 5.09604579e-05
 8.99552033e-05 3.50771807e-05]",
CCOC(=O)N1CCN(CC1)[C@H](C)C(=O)Nc1ccc(cn1)Cl,"[9.2061840e-05 6.2113657e-05 3.0151177e-05 4.6687248e-05 1.4351385e-04
 1.3529728e-04 1.6234582e-04 1.4818649e-04 7.2458774e-05 1.0965889e-04
 3.5694182e-05 5.6811754e-05 9.0630252e-05 1.4537260e-04 6.5302840e-05
 3.0398214e-05 5.5957811e-05 5.3153221e-05 1.1279356e-04 1.3075610e-04
 1.6398699e-04 5.6818357e-05 1.9040644e-04]",
Cc1ccsc1[C@@H]1CCN(C[C@H]1O)C(=O)Cn1c(nnn1)N,"[1.34365109e-04 1.85321187e-04 1.64096142e-04 4.85566707e-05
 1.94870780e-04 8.19663837e-05 8.93271281e-05 1.26154016e-04
 1.58610215e-04 1.09690605e-04 3.94570998e-06 4.00966201e-05
 8.39774657e-05 8.46170879e-05 1.58051553e-04 1.48025778e-04
 1.42819612e-04 1.09856264e-04 1.71121821e-04 3.42420535e-05
 1.11297995e-04 1.60197626e-04]",
CC1=C2[C@@H](C(=C(O[C@H]2N=N1)N)C#N)[C@@H]1C=NN=C1c1ccc(cc1)F,"[9.6996177e-05 9.0338493e-05 1.5467600e-04 1.6045092e-04 1.0952444e-04
 8.8643683e-05 1.4708034e-04 1.4221208e-04 1.3255586e-05 6.3771949e-05
 1.8778135e-04 1.8085874e-04 9.5544587e-05 1.4327638e-04 1.4078573e-04
 1.3675688e-04 1.0089325e-04 9.9651581e-05 1.0165603e-04 2.0878795e-05
 1.9291259e-04 1.9567150e-04 1.5515008e-04 6.6623914e-05 1.2828477e-04]",
Cc1nc(on1)[C@@H](C)OC(=O)c1cc(cn1C)C(=O)N,"[7.66619341e-05 1.77248628e-04 6.64451363e-05 1.92153995e-04
 1.18502554e-04 1.60048075e-04 1.91809944e-04 1.27360458e-04
 3.48648318e-05 1.22930331e-04 1.22549667e-04 3.13395067e-05
 2.41551061e-05 1.09392357e-04 1.15059811e-04 1.88708247e-04
 3.21222105e-05 1.96758177e-04 7.54002303e-06 1.21756813e-04]",
c1ccc(cc1)C[NH2+]Cc1ccccc1OCC(=O)[O-],"[1.7907906e-04 1.8615175e-04 1.2761938e-04 4.0914671e-05 1.8939171e-04
 3.9008501e-05 8.7444088e-05 1.0791707e-04 6.0622410e-06 1.1635370e-04
 1.1709515e-04 5.2275234e-05 6.5084445e-05 1.4776875e-04 8.0357395e-06
 1.8296008e-04 1.0496147e-04 1.1584326e-04 1.9265398e-04 1.5683507e-04]",
C[C@H]1C[C@H](CCO1)C(=O)OC[C@@H]1CCCN(C1)C(=O)c1ccccc1,"[4.7901052e-05 1.3826691e-05 9.5596311e-05 6.6300010e-05 1.2986365e-04
 1.8927350e-04 5.3416778e-05 1.7068298e-04 2.0548034e-05 1.4753369e-04
 1.8320110e-04 1.6568961e-04 1.6883745e-04 3.3479528e-06 1.6613767e-04
 1.2629028e-04 1.9414911e-04 5.1355961e-05 5.3713407e-05 1.2188524e-04
 9.8686680e-05 1.5517070e-04 1.0145769e-06 1.5556148e-05 1.7681427e-04]",
C=CCN(CCO)C(=O)N[C@H]1CC[C@@H](CC1)Oc1ccc(cn1)C#N,"[1.2396209e-04 1.3824452e-04 1.3829136e-04 9.1291004e-05 1.3730321e-04
 4.4349494e-05 1.5630563e-04 1.4030910e-04 1.8427677e-04 1.3840709e-04
 1.6305056e-04 6.2184790e-06 8.6525586e-05 5.9292975e-06 1.3402471e-04
 1.6930490e-04 4.3889569e-05 1.5267056e-04 1.5840546e-04 1.2424641e-04
 1.3197136e-04 1.5932688e-04 1.5218355e-04 7.5966011e-05 3.0341043e-05]",
CC1([C@H]([C@H]2[C@@H]1OCC2)NC(=O)N1CCN(CC1)CC#C)C,"[9.8321761e-05 8.8936642e-05 1.5548646e-04 3.8277958e-05 1.5608181e-04
 1.3192174e-04 1.5397514e-04 1.8373920e-04 1.9764670e-04 1.2177407e-04
 1.3457188e-04 1.9244576e-04 6.1721541e-05 1.2387567e-04 4.1184858e-06
 7.1545505e-06 1.3481481e-04 1.6942856e-04 6.5961518e-05 7.2598254e-05
 2.0465306e-05]",
C[C@@]12CC[C@H]3[C@@H]([C@@H]1CC[C@]2(C#C)O)CCC1=CC(=O)CC[C@H]31,"[1.57621849e-04 1.30582586e-04 1.21648874e-04 1.31919543e-04
 3.20972722e-05 1.20556288e-05 1.50373662e-05 1.95441298e-05
 7.11782995e-05 1.87330603e-04 1.52174951e-04 1.37684649e-04
 1.42904639e-04 3.17101440e-05 1.35016599e-04 1.59854229e-04
 8.70874719e-05 1.78329428e-04 7.85345401e-05 5.53749705e-05
 3.44776963e-05 2.22652270e-05]",
CNCc1ccnnc1,"[7.2930801e-05 1.4315174e-05 1.7636982e-04 1.2362270e-04 9.8239230e-05
 8.5869615e-05 7.3123201e-06 7.6827397e-05 4.0674771e-05]",
CC1=C[C@H]2C3=C(CCN(C3)C(=O)C)N=C2C=C1,"[1.1506640e-04 1.2453785e-04 5.1771447e-05 7.6262302e-05 1.5597179e-04
 1.7616642e-04 1.3723387e-04 5.3649706e-05 7.5809599e-05 1.0802736e-04
 3.3603090e-05 5.9453963e-05 7.2076939e-05 1.9651945e-04 1.8354229e-04
 1.1418978e-04 5.6359073e-05]",
COc1c(cc(cn1)C(F)(F)F)C=C,"[4.8366968e-05 1.5973879e-04 2.4002964e-05 1.7410019e-04 1.9628782e-04
 1.8401921e-04 3.1368480e-05 6.2952429e-05 1.5036315e-04 1.5925983e-04
 7.6763943e-05 1.0707856e-04 7.9366269e-05 1.9320619e-04]",
c1cc(c(cc1C(F)(F)F)C[N@H+](CCO)CCOCC(F)(F)F)Cl,"[1.4102468e-04 1.1382249e-04 1.5558083e-04 1.9629541e-04 1.9940815e-04
 7.8568257e-05 1.3579441e-04 7.3315598e-05 7.7018682e-05 7.5793949e-05
 1.5116774e-04 7.7775701e-05 1.9492979e-04 3.3516913e-05 4.8936119e-05
 1.6466777e-04 1.9810777e-04 1.3247019e-04 2.8336124e-05 1.9697151e-04
 7.8266603e-05 1.4271337e-04 4.2432763e-05 1.7546186e-04]",
CCN(CC)C(=O)CCC(=O)Nc1ccc(cc1F)C(=O)OC,"[1.0270282e-04 1.0856654e-04 1.2770786e-04 4.9258964e-05 9.0089852e-05
 2.0269824e-06 1.5245537e-04 1.2427682e-04 2.6482551e-06 7.1681956e-05
 4.1754161e-06 9.4778698e-05 5.2035575e-05 1.1184092e-04 6.1448292e-05
 1.2039247e-04 5.5427045e-05 1.7451576e-04 1.2578732e-04 1.0614310e-04
 1.4721326e-04 1.6644463e-04 2.1078711e-05]",
C1COC[C@H]1[C@@H](C(F)(F)F)N,"[1.3875974e-04 5.9047365e-05 9.9896322e-05 8.4644744e-06 8.8683424e-05
 6.8314970e-05 1.2799918e-04 1.3068246e-04 7.3985444e-05 8.8400258e-05
 1.3324487e-04]",
CO[C@@H]1CCCC[C@@H]1[NH2+]CC(=O)N,"[1.0175555e-04 1.0171276e-04 6.8659363e-05 1.9624049e-04 7.7784964e-05
 1.1709768e-04 8.2782855e-05 1.0790636e-04 4.1429603e-06 1.2735404e-04
 1.6350632e-04 1.7735879e-04 1.1984678e-04]",
c1cc(oc1)C(=O)Nc1ccc2c(c1)N(CC2)C(=O)[C@@H]1CCCO1,"[1.97068599e-04 7.77595778e-05 3.72893155e-05 1.14348506e-04
 1.86771664e-04 1.73193272e-04 1.90297113e-04 1.74542321e-04
 1.67159043e-04 1.38729287e-04 5.03381352e-06 1.30707529e-04
 6.42576269e-05 8.63677560e-05 1.89216342e-04 5.45726070e-05
 1.75760433e-04 7.54547364e-05 5.22687951e-05 1.65009173e-04
 1.49781074e-04 1.68303977e-05 7.59108225e-05 1.36625677e-04]",
C[C@H](CN1CCOCC1)NC(=O)C[C@H](c1cccs1)NC(=O)C,"[1.1920021e-04 1.5967395e-04 1.5704932e-04 1.8543369e-04 2.9026128e-06
 1.4873392e-04 1.8171249e-04 1.4628936e-04 1.8272449e-05 1.9783544e-04
 2.8111295e-05 1.2474810e-04 1.5892129e-04 1.0615652e-04 9.0732101e-05
 1.8339478e-04 9.9269586e-05 3.3491509e-05 1.2168664e-04 6.8665868e-05
 7.8695593e-05 7.4993128e-05 8.5430605e-05]",
Cc1cnn(c1)[C@@H]1CCCN(C1)C(=O)C[C@H]1c2c(ccs2)CCO1,"[1.10440182e-04 1.85808694e-05 1.41489436e-04 3.04163459e-05
 1.21139157e-04 9.43266059e-05 1.94567605e-04 1.71614418e-04
 1.51226661e-04 1.51245622e-04 1.94047127e-04 9.87101521e-05
 1.80003684e-04 1.43343743e-04 2.55366140e-05 4.32419583e-05
 1.97709829e-04 5.04526397e-05 3.89236411e-05 9.87758540e-06
 2.30750557e-05 1.32636531e-04 1.11729416e-04 8.46423281e-05]",
c1cc(ncc1S(=O)(=O)N1CCOCC1)NN,"[1.69745559e-04 5.41334957e-05 1.50159991e-04 1.94393360e-04
 1.03080911e-05 4.88557271e-05 1.74360699e-04 1.87370984e-04
 9.41302496e-05 9.76636802e-05 1.15486495e-04 1.24630984e-04
 1.44256419e-05 2.03710169e-05 1.89822778e-04 1.27115680e-04
 7.84721706e-05]",
C[C@@H]1CC[C@@H]([C@@H](C1)OC(=O)CSc1nnc(s1)N)C(C)C,"[1.6250231e-04 1.9995897e-04 3.9605886e-05 2.3364868e-05 8.9046458e-05
 1.6799952e-04 5.6489869e-05 7.3256837e-05 7.3971503e-05 7.2267452e-05
 1.2859417e-04 1.9951069e-04 8.9942696e-05 1.8861060e-04 1.0812118e-04
 4.2475778e-05 2.2917156e-05 1.3739077e-04 1.4633544e-04 1.0985230e-04
 2.1903697e-05]",
COC[C@H](C[N@@H+](CC=C)Cc1[nH]c(=O)c2c3c(sc2n1)CCC3)O,"[2.21599312e-05 1.84370467e-04 7.86193414e-05 1.21075820e-04
 1.08590957e-05 1.04612685e-04 1.85530283e-04 1.97971836e-04
 1.12390830e-04 2.39376750e-05 1.71616281e-04 3.32318159e-05
 1.82311080e-04 1.86641730e-04 1.36489311e-04 3.38566206e-05
 1.99702146e-04 1.65179459e-04 1.73085937e-04 9.05109027e-06
 1.29674867e-04 1.56242575e-04 1.25995881e-04 9.32219336e-05]",
C[C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O[C@H](C)C(=O)[O-])O,"[1.6365274e-04 7.7216951e-05 1.7437027e-04 1.0166721e-04 6.7140958e-05
 1.6484506e-04 1.3223845e-04 3.4555167e-05 8.8647343e-05 1.6510340e-04
 9.4550203e-05 2.1380092e-06 1.4003964e-04 1.4945398e-04 1.3372341e-04
 4.1204901e-05]",
CCCOC(=O)C[C@H]1C(=O)NCCN1CC(=O)N(C)C1CCCCC1,"[1.1324333e-04 1.5334722e-04 6.0990737e-05 7.3143921e-05 7.3294897e-05
 5.2909996e-05 3.3624521e-05 1.8813886e-04 9.8393655e-05 6.5932698e-05
 1.5392592e-05 3.1837310e-05 2.8871635e-05 2.9478146e-05 4.2240659e-05
 1.5606797e-04 3.8272221e-05 1.4532199e-04 1.4476974e-04 1.1720408e-04
 1.2007026e-04 9.4180250e-05 1.4523894e-04 9.9836259e-05 2.4059987e-06]",
CCc1n[nH]c(=S)n1NCc1cc(c(c(c1)Br)OCC(=O)N)OCC,"[1.00531994e-04 1.37147508e-04 1.55963746e-04 6.13472585e-05
 4.78737411e-06 8.22806978e-05 9.66189982e-05 5.16327236e-05
 9.62687773e-05 1.02267186e-05 1.44606136e-04 1.77079201e-04
 5.92518627e-05 4.64684454e-05 1.80948729e-04 7.27765582e-05
 3.26984482e-05 1.89133410e-04 1.49436222e-04 1.29015927e-04
 2.56697513e-05 1.00293677e-04 1.75494686e-04 4.67882674e-05
 4.15599752e-05]",
C1CN(CC[C@@H]1C(=O)N)C(=O)[C@@H]1CC(=O)N(C1)C1CCOCC1,"[1.53907415e-04 1.44207821e-04 1.45171231e-04 1.07673710e-04
 4.03312697e-05 1.03985854e-04 1.66053738e-04 1.81292926e-04
 4.45194673e-05 1.79621522e-04 5.59322689e-06 1.10301349e-04
 1.83223834e-04 1.08160675e-04 1.92900057e-04 1.55834539e-04
 1.16198848e-04 1.80667383e-04 7.70251645e-05 4.18974269e-05
 8.68708739e-05 1.14585418e-04 1.54644149e-04]",
CC[NH+](CC)CCCNC(=O)N1CCN(CC1)Cc1cccs1,"[1.1051642e-05 1.5045212e-05 1.6259082e-04 6.1042592e-05 7.8394341e-06
 2.8717510e-05 1.0077921e-04 1.8039599e-04 1.1315136e-04 6.8836462e-06
 7.8869009e-05 1.7902472e-04 1.3168651e-04 1.5186673e-04 1.6853900e-04
 1.7243136e-04 1.0505930e-05 3.6185153e-05 8.3370782e-05 3.7513451e-05
 8.9420057e-05 9.3857314e-05 1.5729423e-04]",
CCOC(=O)[C@@H](Cc1ccccc1)SC(=O)C,"[1.8017903e-04 7.4455515e-05 1.3260555e-04 1.8414504e-04 1.8392678e-04
 1.6035858e-04 1.1382450e-04 1.0072591e-04 3.3873279e-05 1.3137809e-05
 1.3519373e-05 1.7389312e-04 7.0885490e-06 4.0504110e-05 1.6586240e-04
 1.0159366e-04 1.5231025e-04]",
COc1ccc(cc1F)C(=O)OCc1nc2ccccc2o1,"[3.4369728e-05 6.4425643e-05 1.0340506e-04 1.1689244e-04 1.1836251e-04
 5.2569467e-05 1.3429491e-04 1.1277312e-04 8.2397404e-05 1.6964447e-04
 6.9769470e-05 1.9862322e-04 6.2886917e-05 5.8193968e-06 1.7968450e-04
 5.9505783e-05 1.7515384e-04 1.4626730e-04 7.1110335e-05 1.8028865e-04
 7.8413694e-05 1.5308689e-04]",
CC(C)[C@]1(CCC[C@H](C1)OCCC#C)C,"[1.2340426e-04 7.9234174e-05 6.7176738e-06 1.1684380e-04 4.9435803e-05
 5.8201324e-05 1.5667392e-04 9.0554538e-05 1.1980554e-04 1.8220821e-04
 1.0712138e-04 2.8705319e-05 4.5960893e-05 9.5617819e-05 1.4252741e-04]",
Cc1ccc(o1)Cn1c(ccn1)NC(=O)c1c(cc(cc1F)F)O,"[1.3775163e-04 1.6630928e-04 2.2537926e-05 1.9184743e-04 7.8955090e-05
 1.0025645e-04 1.7122267e-04 6.6446482e-05 1.6505105e-04 7.4116186e-05
 9.1638554e-05 1.9456103e-04 1.1736725e-04 1.3192953e-04 8.3762534e-05
 1.7685899e-04 4.7909980e-05 1.7535756e-04 7.2577830e-05 1.4552879e-04
 1.0858698e-04 1.9813169e-04 1.5176396e-04 1.3378252e-04]",
CCO[C@H]1C[C@H](C21CCCC2)[NH2+]C,"[1.4883901e-04 1.8764586e-04 1.8237223e-04 6.1767838e-05 4.9277101e-06
 7.4921481e-05 1.6735370e-04 2.2666572e-05 1.7937196e-04 2.7938499e-06
 1.4782211e-05 8.3773106e-05 2.4519995e-06]",
c1cc(ccc1/C=C/C(=O)c1ccc(cc1)F)O,"[4.5556015e-05 1.6125925e-04 1.3872812e-04 7.2390962e-05 1.2563600e-04
 8.2029743e-05 9.3603063e-05 1.5608993e-04 1.7798024e-04 1.0312751e-04
 5.0756131e-05 1.2351616e-04 1.9503535e-04 8.6147644e-05 1.0137255e-04
 1.1222929e-04 1.0606349e-04 5.8875634e-05]",
Cc1cccc(c1)[C@@](C)(C[NH3+])O,"[1.1985219e-05 1.9048047e-04 6.1152336e-05 1.3774836e-04 1.9909916e-05
 5.1974821e-05 1.3799724e-04 1.5991525e-04 7.4108757e-05 4.3930089e-05
 4.1611198e-05 7.8904413e-05]",
Cc1c(nc2cc(nn2c1O)[C@H]1CCCCN1C(=O)[C@@H]1CCCO1)C,"[1.2501131e-04 1.9804873e-04 1.4821682e-04 3.0572359e-05 9.1066875e-05
 9.6091360e-05 3.6380690e-05 1.4237269e-04 1.2990978e-04 1.6692810e-04
 4.7192461e-05 2.3999699e-05 1.1510104e-04 3.4983554e-05 7.6548589e-05
 1.8682344e-04 1.1280658e-04 3.8043343e-06 5.9940670e-05 8.5259257e-05
 1.6961960e-04 3.5733385e-05 9.8658871e-05 7.1614784e-05 7.4171927e-05]",
