SMILES,Atom_importance,Bond_importance
c1ccc(cc1)[C@@H]1CC[N@@H+](C1)[C@H]1CCCC[C@H]1O,"[ 0.01594486  0.0150511   0.01277142  0.00595991  0.00719885  0.01151106
 -0.00361219 -0.00405458 -0.00379574 -0.00183989 -0.00289648 -0.00140173
 -0.00242991 -0.00187143 -0.00235221 -0.00228546 -0.00013138  0.00082793]",
CN(CC1CC1)C(=O)NC[C@H](c1ccco1)[NH+]1CCCCC1,"[-9.2855608e-04 -3.1525560e-04 -2.7968765e-03 -2.1734464e-03
 -2.7364311e-03 -2.3647766e-03  3.4139992e-03  3.0961819e-04
  5.0687054e-03 -3.0794847e-03 -2.8323340e-03  8.2262103e-03
  1.5489201e-02  1.6586017e-02  1.2644178e-02 -8.2294457e-05
 -1.6740080e-03 -1.9244194e-03 -2.9580921e-03 -3.2509761e-03
 -1.8814489e-03 -1.5383963e-03]",
CC(=CC(=O)OCc1cc(=O)oc2c1ccc(c2)OC)C,"[-1.1230075e-03  2.7848172e-03  7.4760523e-03  3.6164965e-03
  1.2342574e-03  9.5318072e-05 -2.9612496e-03  7.7576339e-03
  1.4079638e-02  6.8592802e-03  1.2658046e-03  1.0172958e-03
  6.4741680e-03  7.9553928e-03  1.6177300e-02  6.9170352e-03
  6.4290352e-03  1.4238286e-02  9.1112446e-04 -1.0448142e-03
 -4.7451476e-04]",
CC[C@@H](C)[NH2+]CCNCc1cccs1,"[-0.00213121 -0.00463221 -0.00438461 -0.00279403 -0.00284347 -0.00440047
 -0.00447734  0.00184849 -0.00424315  0.01022306  0.01716954  0.01746839
  0.0189626  -0.00071997]",
COc1cc(ccc1OCC(=O)Nc1ccccc1)C[NH2+]CCN,"[-9.1280945e-04  5.7903689e-04  4.2917822e-03  9.1004800e-03
  5.5995407e-03  1.1776548e-02  1.1165674e-02  4.3244953e-03
  1.2457413e-03 -7.2738720e-04  2.4959259e-03  1.0525745e-03
  2.6794630e-03  6.8580508e-03  9.6936179e-03  1.0001600e-02
  9.9199498e-03  8.5214889e-03  6.4685969e-03 -1.2892503e-03
 -4.7810326e-04 -1.3615588e-03 -1.6599881e-03  2.9574599e-05]",
CC(C)(C)c1c(cn[nH]1)C[NH2+]C[C@@H]1COC2(O1)CCOCC2,"[-0.00221819 -0.00417432 -0.00079716 -0.00100449  0.00739828  0.00683792
  0.01565372 -0.00141406  0.00531884 -0.0017773  -0.00162603 -0.0026349
 -0.00309166 -0.00162304 -0.00084316 -0.00278559 -0.00071532 -0.00303745
 -0.00259594 -0.0012266  -0.00157258 -0.00173512]",
C[N@H+]1CCC[C@H](C1)N(C)CC(=O)[O-],"[-0.00264143 -0.00078307 -0.00345791 -0.00349903 -0.00305356 -0.00296558
 -0.00274654 -0.00134589 -0.001625   -0.00276487  0.00309996  0.00124479
  0.00062143]",
C[NH+](C)[C@@H]1CC[C@@H](C1)NC(=O)CC1(CCCCC1)O,"[-0.00194514 -0.00105201 -0.00164228 -0.00348432 -0.0026012  -0.00297532
 -0.00113627 -0.00220302  0.00416193  0.00296039  0.00065279 -0.00188752
 -0.00203291 -0.00199668 -0.00273645 -0.00238963 -0.00179265 -0.00222958
 -0.00084713]",
CC/[NH+]=C(/NCCc1nnc2n1CCCCC2)\NC[C@H]1CCCO1,"[-0.00071921 -0.00174901  0.00212733  0.00333246  0.00473074 -0.00250781
 -0.00320513  0.00996261 -0.00102229 -0.00220505  0.00933203  0.00513148
 -0.0023554  -0.00261105 -0.00261952 -0.0020551  -0.00272039  0.00418629
 -0.00165876 -0.00208003 -0.00302591 -0.00194629 -0.00241987 -0.00070469]",
c1cc(nc(c1)OCC(F)F)C(=O)Nc1ccncc1O,"[ 0.01006106  0.01009296  0.00669521 -0.00137144  0.00560784  0.00946345
  0.00048621 -0.00251148 -0.00183417 -0.00136407 -0.00102432  0.00307975
  0.00076431  0.00276824  0.00595541  0.01357315  0.01161538 -0.00073053
  0.00653478  0.00568801  0.00156611]",
c1cc(cc(c1)[N+](=O)[O-])CCC(=O)N[C@H]1CCOc2c1cccc2Cl,"[ 0.00957161  0.00648104  0.00576725  0.00943844  0.00586966  0.00578384
  0.00095159  0.00125137  0.00044459 -0.00160008 -0.00252604  0.00353464
  0.00044227  0.00319593 -0.00235408 -0.00345203 -0.00215434 -0.00013218
  0.00587402  0.0055074   0.0125545   0.00991862  0.00852383  0.00580758
  0.00021256]",
CC(C)(C)c1nc(cs1)C[NH2+]Cc1cccc(c1)F,"[-0.00300254 -0.00592521 -0.00065429 -0.00090828  0.00674274 -0.00241866
  0.00848153  0.01890808 -0.00010726 -0.00297653 -0.0021109  -0.00251696
  0.00726853  0.01667035  0.0145291   0.01424995  0.00752082  0.00935689
  0.00015964]",
Cc1csc(n1)CCNC(=O)N[C@@H](C)C(=O)NC,"[-0.0009838   0.00882109  0.01657845  0.00041129  0.00608736 -0.0031558
 -0.00347972 -0.00308985  0.00380076  0.00497574  0.00087541  0.00628887
 -0.00197393 -0.00204439  0.00514383  0.00114856  0.00435579 -0.00127443]",
CCOC(=O)N1CCN(CC1)[C@H](C)C(=O)Nc1ccc(cn1)Cl,"[-0.00142979 -0.00151444  0.000155    0.00464036  0.00092878  0.00117037
 -0.00320685 -0.0029869  -0.00134276 -0.00207687 -0.00146086 -0.00368135
 -0.00079613  0.00402455  0.00061997  0.00488878  0.0083483   0.01256655
  0.01202282  0.00743015  0.01049865 -0.00129304  0.00042807]",
Cc1ccsc1[C@@H]1CCN(C[C@H]1O)C(=O)Cn1c(nnn1)N,"[-0.00049761  0.00553479  0.01061432  0.01524633 -0.00087723  0.00755654
 -0.00460376 -0.00330253 -0.00292934  0.00076097 -0.00323188 -0.00292047
  0.00036758  0.00464203  0.00067008 -0.00210579  0.00267165  0.00901884
 -0.00267941 -0.00062844 -0.00062934  0.00055925]",
CC1=C2[C@@H](C(=C(O[C@H]2N=N1)N)C#N)[C@@H]1C=NN=C1c1ccc(cc1)F,"[-5.4179982e-04  3.0627155e-03  3.2309520e-03 -1.6920337e-03
  5.1218127e-03  4.0648752e-03  2.9371804e-04 -9.6470246e-04
 -1.5044600e-03 -1.4553438e-03  7.1398658e-04 -6.3298037e-04
 -9.4989483e-04 -4.1683074e-03  8.0115646e-03 -2.2455722e-03
 -1.7389000e-03  3.5660211e-03  7.9540629e-03  1.5607401e-02
  1.0427887e-02  3.7992224e-03  4.7846311e-03  9.3163243e-03
  4.3336055e-05]",
Cc1nc(on1)[C@@H](C)OC(=O)c1cc(cn1C)C(=O)N,"[-0.00100949  0.00819772 -0.00085749  0.00721503  0.00145125 -0.00197665
 -0.00224257 -0.00203115  0.00067386  0.00500781  0.00112563  0.0073522
  0.01464156  0.00989075  0.01536463  0.00182233 -0.00103987  0.0042957
  0.00098876  0.00083229]",
c1ccc(cc1)C[NH2+]Cc1ccccc1OCC(=O)[O-],"[ 0.01034177  0.01023415  0.00654869  0.00574015  0.00901051  0.00988653
 -0.00325919 -0.0023243  -0.00201107  0.00559924  0.01165926  0.0094724
  0.01200934  0.01370425  0.00610313  0.00063441 -0.00189228  0.00298061
  0.00081921  0.00048428]",
C[C@H]1C[C@H](CCO1)C(=O)OC[C@@H]1CCCN(C1)C(=O)c1ccccc1,"[-0.0014834  -0.00186266 -0.00198974 -0.00286927 -0.0023832  -0.00217854
 -0.00113349  0.00320046  0.00020914  0.00044503 -0.00208293 -0.00281339
 -0.0035473  -0.00242959 -0.00235865  0.00034173 -0.00135706  0.00331816
  0.00100537  0.00592965  0.01062869  0.00989106  0.00979183  0.00700832
  0.00487999]",
C=CCN(CCO)C(=O)N[C@H]1CC[C@@H](CC1)Oc1ccc(cn1)C#N,"[ 0.00172458  0.00567216 -0.00144857  0.00041547 -0.002641   -0.00207647
  0.0007723   0.00394996  0.00062994  0.00476036 -0.00116457 -0.00276424
 -0.00322977 -0.00134737 -0.00247587 -0.00204623  0.00085254  0.00660156
  0.01289311  0.01457603  0.00649045  0.00953356 -0.00143706 -0.00010417
 -0.00038167]",
CC1([C@H]([C@H]2[C@@H]1OCC2)NC(=O)N1CCN(CC1)CC#C)C,"[-2.5539075e-03 -3.3120811e-03 -1.7469400e-03 -1.7469791e-03
 -3.0830069e-03 -1.4561056e-03 -2.5918754e-03 -2.7427212e-03
  1.9287989e-03  4.0732939e-03  4.6982989e-04  9.8531717e-04
 -3.0410897e-03 -2.7036627e-03 -1.1372910e-03 -1.9530980e-03
 -1.9319728e-03 -2.4589768e-03  2.7369650e-05  2.1172641e-04
 -1.0335229e-03]",
C[C@@]12CC[C@H]3[C@@H]([C@@H]1CC[C@]2(C#C)O)CCC1=CC(=O)CC[C@H]31,"[-0.00208442 -0.0039234  -0.00172929 -0.00241931 -0.00117857 -0.00128061
 -0.00219048 -0.00222744 -0.00165998 -0.0043617  -0.00013662  0.00198771
  0.00122145 -0.00324269 -0.00226259  0.00474426  0.0098171   0.0052769
  0.00090756 -0.0026968  -0.0014981  -0.00033699]",
CNCc1ccnnc1,"[-0.00522125  0.00182501 -0.00723842  0.01788042  0.03791747  0.03283973
 -0.00272689 -0.00094557  0.02364117]",
CC1=C[C@H]2C3=C(CCN(C3)C(=O)C)N=C2C=C1,"[-0.00071834  0.0042923   0.00619585 -0.00228854  0.00500157  0.00534269
 -0.00369424 -0.00378415  0.00120464 -0.00324547  0.00426044  0.00030494
 -0.00184514 -0.00353093  0.00628946  0.00959004  0.00853205]",
COc1c(cc(cn1)C(F)(F)F)C=C,"[-0.00258294  0.00044702  0.00986727  0.0151385   0.02161516  0.01222489
  0.02206279 -0.00324286 -0.00579728 -0.00126444 -0.0023875  -0.00136138
  0.00843677  0.00200015]",
c1cc(c(cc1C(F)(F)F)C[N@H+](CCO)CCOCC(F)(F)F)Cl,"[ 0.01091521  0.01137988  0.0034707   0.00494432  0.00987779  0.00800092
 -0.00336301 -0.00059378 -0.00071146 -0.0005192  -0.00260714 -0.00154819
 -0.00366523 -0.00225268  0.00031972 -0.0018193  -0.00225165 -0.00064161
 -0.00251372 -0.00307715 -0.0005699  -0.00106244 -0.00093171  0.00029378]",
CCN(CC)C(=O)CCC(=O)Nc1ccc(cc1F)C(=O)OC,"[-0.00135483 -0.00252927 -0.00012571 -0.00188307 -0.00135302  0.0033001
  0.00080155 -0.00230432 -0.00221617  0.00513389  0.00063588  0.00440009
  0.00799812  0.01426667  0.01602357  0.0092373   0.00985627  0.00603446
 -0.00076912  0.00426582  0.0009864   0.00072852 -0.00034058]",
C1COC[C@H]1[C@@H](C(F)(F)F)N,"[-0.00358516 -0.00318047 -0.00232661 -0.00300435 -0.00203249 -0.0014639
 -0.00426189 -0.00158807 -0.00139396 -0.00191591 -0.00052619]",
CO[C@@H]1CCCC[C@@H]1[NH2+]CC(=O)N,"[-0.0012914  -0.0018481  -0.00434429 -0.00338617 -0.00360586 -0.00250176
 -0.0031005  -0.0044255  -0.00159771 -0.00287417  0.00255693  0.00123581
  0.00062574]",
c1cc(oc1)C(=O)Nc1ccc2c(c1)N(CC2)C(=O)[C@@H]1CCCO1,"[ 0.00849117  0.00876474  0.00602625  0.00088962  0.00575362  0.00335827
  0.00070118  0.00288904  0.00588444  0.01217197  0.01115737  0.00493082
  0.00555209  0.00977219  0.00032306 -0.00340143 -0.00215698  0.00273116
  0.00015954 -0.00337679 -0.00270449 -0.00198907 -0.00164208 -0.00078986]",
C[C@H](CN1CCOCC1)NC(=O)C[C@H](c1cccs1)NC(=O)C,"[-1.8363701e-03 -2.5324405e-03 -2.7750549e-03 -1.2977525e-03
 -3.2505617e-03 -2.3265367e-03 -8.6238259e-05 -2.2878065e-03
 -1.9416600e-03  3.1995999e-03  3.5262497e-03  5.2824477e-04
 -2.9936414e-03 -2.4946975e-03  7.7542742e-03  1.3002705e-02
  1.4979555e-02  1.5058587e-02 -8.0931536e-04  2.3103310e-03
  3.3715900e-03  8.4802590e-04 -7.8959391e-04]",
Cc1cnn(c1)[C@@H]1CCCN(C1)C(=O)C[C@H]1c2c(ccs2)CCO1,"[-0.00072199  0.00650243  0.00675804 -0.00071889  0.00147904  0.01176157
 -0.00272134 -0.00249783 -0.00184936 -0.00180889  0.00074854 -0.00197135
  0.00223026  0.00133778 -0.00210675 -0.00148338  0.00613077  0.00625313
  0.0122472   0.00868116 -0.00067158 -0.00145257 -0.00179338 -0.00016303]",
c1cc(ncc1S(=O)(=O)N1CCOCC1)NN,"[ 0.0214717   0.02119062  0.01216092 -0.000331    0.01312777  0.01296903
 -0.00317565  0.00259748  0.00139904 -0.00151827 -0.00351018 -0.00380276
 -0.00050391 -0.00327689 -0.0026521   0.00394537  0.00060065]",
C[C@@H]1CC[C@@H]([C@@H](C1)OC(=O)CSc1nnc(s1)N)C(C)C,"[-0.00143277 -0.00317914 -0.00264496 -0.00305934 -0.00194604 -0.00016334
 -0.00248724  0.0008718   0.00355467  0.00071    -0.00313567 -0.00212032
  0.01098621 -0.00108503 -0.00151345  0.00831102 -0.00091969  0.00108513
 -0.00166583 -0.00066117 -0.00075014]",
COC[C@H](C[N@@H+](CC=C)Cc1[nH]c(=O)c2c3c(sc2n1)CCC3)O,"[-0.00069245 -0.00075928 -0.00263037 -0.00210038 -0.00241101 -0.00048259
 -0.00157502  0.00693456  0.00265198 -0.00277709  0.00850275  0.0058753
  0.00839353  0.00175964  0.01248683  0.00913283  0.00905129 -0.00025036
  0.00675392 -0.00234933 -0.0030739  -0.0019811  -0.00242415  0.00043542]",
C[C@H]([C@H]([C@@H]([C@@H](C=O)O)O)O[C@H](C)C(=O)[O-])O,"[-2.3699875e-03 -3.3708734e-03 -5.3195897e-03 -1.6624839e-03
 -1.5749986e-03  1.1303349e-02  1.3345705e-03  1.7949862e-03
  1.1274919e-03 -6.0364080e-05 -4.2955680e-03 -1.2438181e-03
  5.8558453e-03  1.2407147e-03  1.2195876e-03  4.7797457e-04]",
CCCOC(=O)C[C@H]1C(=O)NCCN1CC(=O)N(C)C1CCCCC1,"[-1.0498310e-03 -2.1069609e-03 -2.0443299e-03 -1.3443324e-04
  2.4888210e-03  4.8132922e-04 -2.3411494e-03 -5.0412491e-05
  5.5316491e-03  8.6119852e-04  4.3180501e-03 -2.7802610e-03
 -1.7068745e-03 -9.6202129e-04 -1.8255487e-03  1.9764367e-03
  9.9235249e-04  7.8526977e-04 -8.3259062e-04 -8.6936471e-04
 -2.0430982e-03 -1.5110762e-03 -1.9541804e-03 -1.3575603e-03
 -8.0675201e-04]",
CCc1n[nH]c(=S)n1NCc1cc(c(c(c1)Br)OCC(=O)N)OCC,"[-0.00109567 -0.00143274  0.00707596 -0.00100199  0.00665688  0.01032335
  0.00096815  0.00331929  0.00351771 -0.00179641  0.00899338  0.01411666
  0.00754476  0.00641568  0.00551685  0.00636935 -0.00045748  0.00024799
 -0.0020128   0.00326144  0.00095727  0.00107689  0.00059331 -0.0022872
 -0.00095264]",
C1CN(CC[C@@H]1C(=O)N)C(=O)[C@@H]1CC(=O)N(C1)C1CCOCC1,"[-0.00232642 -0.00178554  0.00046912 -0.0016626  -0.00198507 -0.00216269
  0.00334578  0.00045435  0.00142597  0.00309801  0.00109305 -0.00279976
 -0.00218828  0.00398547  0.00020795  0.00104399 -0.00166699 -0.00067643
 -0.00228112 -0.00209161 -0.00054406 -0.00165596 -0.0016288 ]",
CC[NH+](CC)CCCNC(=O)N1CCN(CC1)Cc1cccs1,"[-0.00183477 -0.00285575 -0.00166062 -0.00224382 -0.00115627 -0.00286178
 -0.00261906 -0.00166484  0.00561065  0.0041774   0.00105905  0.0008025
 -0.00228311 -0.00307689 -0.00142454 -0.00216621 -0.00206613 -0.00198513
  0.00741291  0.00813747  0.01451923  0.01155259 -0.00014493]",
CCOC(=O)[C@@H](Cc1ccccc1)SC(=O)C,"[-0.00225019 -0.00254782 -0.00038222  0.00493371  0.00090419 -0.00080155
 -0.00343789  0.01055534  0.01987106  0.01917656  0.01991982  0.01120953
  0.01160835 -0.00168479  0.00365813  0.00144603 -0.00158595]",
COc1ccc(cc1F)C(=O)OCc1nc2ccccc2o1,"[-0.00045451  0.00123867  0.00479298  0.01024782  0.01174574  0.00496517
  0.00949766  0.00483168 -0.000496    0.00373802  0.00143577  0.00121125
 -0.00139386  0.00514751 -0.00018502  0.00564009  0.00885244  0.00842726
  0.00906943  0.00708262  0.00430607  0.00124393]",
CC(C)[C@]1(CCC[C@H](C1)OCCC#C)C,"[-0.00157695 -0.0035316  -0.00177288 -0.00493649 -0.00357848 -0.00299766
 -0.0027627  -0.0033795  -0.00353565 -0.00113081 -0.00291775 -0.0029719
 -0.00048134 -0.00019896 -0.0017125 ]",
Cc1ccc(o1)Cn1c(ccn1)NC(=O)c1c(cc(cc1F)F)O,"[-0.00050973  0.00441722  0.00814627  0.00867262  0.00399686  0.00055673
 -0.00172438  0.00069488  0.00553337  0.00710211  0.00942264 -0.00087063
  0.00132024  0.00322892  0.00106383  0.00414286  0.0062853   0.00973477
  0.00396924  0.00714606  0.00479727 -0.00026648 -0.00031632  0.001442  ]",
CCO[C@H]1C[C@H](C21CCCC2)[NH2+]C,"[-0.0020446  -0.0022486  -0.00208499 -0.00225632 -0.00323697 -0.00513828
 -0.00488665 -0.00361146 -0.00337824 -0.0038207  -0.00300925 -0.00245763
 -0.00133427]",
c1cc(ccc1/C=C/C(=O)c1ccc(cc1)F)O,"[0.00956981 0.0102771  0.00483153 0.00849407 0.00627812 0.00669239
 0.00408582 0.00762531 0.00316417 0.00156872 0.00397769 0.01044462
 0.01060117 0.00402967 0.0079277  0.00797994 0.00037713 0.00191608]",
Cc1cccc(c1)[C@@](C)(C[NH3+])O,"[-0.00026614  0.00953459  0.02602247  0.01418392  0.018729    0.01314007
  0.01345842 -0.00585362 -0.00203868 -0.00518212 -0.00210726 -0.00010334]",
Cc1c(nc2cc(nn2c1O)[C@H]1CCCCN1C(=O)[C@@H]1CCCO1)C,"[-0.0008072   0.0064556   0.00504994 -0.00110972  0.00771678  0.01526426
  0.00891735 -0.00213242  0.0008683   0.00790924  0.00097251 -0.00151686
 -0.00274089 -0.00257151 -0.00299247 -0.00233817  0.00042394  0.00293665
  0.00034706 -0.00367766 -0.00268052 -0.00206315 -0.00236915 -0.00076746
 -0.00076026]",
Cc1cc(nc([nH+]1)N(C)C)O[C@@H](CCC=C)C[N@@H+]1CCCOCC1,"[-5.3178507e-04  8.4042717e-03  1.4410297e-02  8.1795705e-03
 -2.7730796e-03  9.3261804e-03  3.6372915e-03  1.6957754e-05
 -1.7661084e-03 -6.1653327e-04  2.3473197e-04 -7.2866213e-04
 -3.0444656e-03 -2.3831162e-03  7.2577377e-03  2.7794898e-03
 -2.3023512e-03 -2.7347044e-03 -2.7649256e-03 -2.0533483e-03
 -1.7191109e-03 -1.0428801e-03 -2.0528054e-03 -2.1535936e-03]",
c1ccc(c(c1)[C@@H]1CN(CCO1)C(=O)NCCc1cccc(c1)O)F,"[ 0.00743534  0.00796662  0.00659723  0.00552941  0.00775201  0.01210297
 -0.00429712 -0.0030181   0.00042443 -0.00218418 -0.00227766 -0.00057541
  0.00429187  0.00079523  0.00374216 -0.00236473 -0.00303143  0.00680312
  0.01359956  0.01198627  0.01117484  0.00543517  0.00808659  0.00149382
 -0.00031519]",
CCC[NH+](CCC)Cc1ccc(o1)C(=O)OC,"[-0.00262938 -0.00375328 -0.00452171 -0.00387379 -0.00376066 -0.00422903
 -0.00205299 -0.0030323   0.00773966  0.01805649  0.02553574  0.01120677
  0.00210806  0.00565383  0.00102912  0.00040601 -0.00170834]",
CCOc1cccc(c1)C(=O)N1CC[NH+](CC1)[C@@H]1CCC[C@@H]1O,"[-0.00121699 -0.00246989  0.00078858  0.0056678   0.01220197  0.01421599
  0.01813733  0.01083144  0.00826009  0.00471214  0.00052843  0.00092429
 -0.00249649 -0.00264694 -0.00194632 -0.00208134 -0.00207749 -0.00255608
 -0.00278199 -0.00243843 -0.00247952 -0.00218173 -0.00040558]",
c1c([nH]cn1)C[C@@H](c1nc(nn1CC(F)(F)F)C1CC1)N,"[ 0.00994734  0.00809886  0.00570651  0.01730235 -0.00177494 -0.00218751
 -0.00132584  0.01107439 -0.00217584  0.00742617 -0.00141068  0.00194385
 -0.0031393  -0.00340063 -0.00102289 -0.00125625 -0.00094302 -0.00355064
 -0.00326831 -0.00180872  0.00012259]",
CC(C)CCC[C@@H]1CN(CCO1)S(=O)(=O)N1CCOCC1,"[-0.00154561 -0.00200461 -0.00187013 -0.00215191 -0.00222215 -0.00296597
 -0.00288312 -0.00190823 -0.00096602 -0.00239715 -0.00198312 -0.0006032
 -0.0022703   0.00038463  0.00063119 -0.00056718 -0.00211662 -0.00259296
 -0.00038522 -0.00168354 -0.00139462]",
c1ccc(cc1)CNC(=O)C[C@@H]1C(=O)NCC[NH2+]1,"[ 0.01208414  0.00915665  0.01691405  0.0094418   0.01015461  0.01531229
 -0.00231973  0.00595595  0.00471515  0.00151044 -0.00311728 -0.00472414
  0.00629162  0.00021181  0.00609476 -0.00318269 -0.00381396 -0.00243621]",
CCn1cc(s/c/1=N\C(=O)[C@@H]1C(=O)c2ccccc2S(=O)(=O)N1C)C,"[-0.00107374 -0.00155718  0.00262476  0.01173637  0.00684973 -0.00098643
  0.00495525 -0.00113079  0.00325423  0.00056685 -0.00473571  0.00445261
  0.00064244  0.00668825  0.01165975  0.01046542  0.00753741  0.0101855
  0.00819014 -0.0038143   0.00081834  0.00076    -0.00190338 -0.00134734
 -0.00110455]",
CCNC(=O)[C@H]1CC(=O)Nc2c1c(=O)[nH]c(n2)N1[C@@H](CCC[C@@H]1C)C,"[-0.00108849 -0.00197844  0.0041908   0.00384558  0.0002738  -0.00071766
 -0.00283483  0.0042982   0.00045967  0.00330677  0.00875439  0.00862317
  0.00689368  0.00098648  0.00697195  0.00623115 -0.00110088  0.00044551
 -0.00129971 -0.00261513 -0.00248261 -0.00354855 -0.0044992  -0.00163128
 -0.00157719]",
c1ccc2c(c1)cc1ccccc1c2/C=N\NC(=O)c1ccccn1,"[0.00549139 0.00582016 0.00647861 0.00467492 0.00391918 0.00604817
 0.00493471 0.00332457 0.00702271 0.0068414  0.00553854 0.00703192
 0.00376033 0.00421983 0.00400618 0.00041832 0.00177785 0.00272761
 0.00129914 0.00508926 0.00645542 0.00590133 0.0069771  0.0039862
 0.00026472]",
Cc1cccc(c1O)C(=O)NNC1=C(CCC1)C(=O)C(F)(F)F,"[-0.00081113  0.00495624  0.01040774  0.00817683  0.00912028  0.00700404
  0.00467714  0.0022843   0.00271386  0.00067726  0.00347681  0.00299291
  0.00369039  0.00465779 -0.00379093 -0.00251602 -0.00250269  0.00373591
  0.00057949 -0.00298878 -0.00090554 -0.00088168 -0.00086922]",
CC(=O)O[C@@H]1CC(=O)C(=C1)F,"[-0.00421433  0.00780686  0.00087306  0.00121872 -0.00794008 -0.00756811
  0.0106155   0.0049872   0.01081625  0.01680915 -0.00220242]",
CN(C)C(=O)c1ccc(cc1)NC(=O)C[N@H+](CC#C)Cc1ccco1,"[-0.00147355 -0.00016904 -0.00093461  0.00179584  0.00082054  0.00606675
  0.01231236  0.01013008  0.00504346  0.00751358  0.0078331   0.00316426
  0.00254772  0.00045935 -0.00282292 -0.003125   -0.0026556  -0.00039102
  0.00104146 -0.00253971  0.00426051  0.00969911  0.00893147  0.00495067
  0.00078178]",
